Geneid,WT_2
YDR013W,477
YDR014W,752
YDR014W-A,25
YDR015C,0
YDR016C,339
YDR017C,3085
YDR018C,62
YDR019C,756
YDR020C,1063
YDR021W,956
YDR022C,377
YDR023W,8201
YDR024W,540
YDR025W,9460
YDR026C,1582
YDR027C,2168
YDR028C,4698
YDR029W,4
YDR030C,349
YDR031W,278
YDR032C,3088
YDR033W,18362
YDR034C,2440
YDR034C-D,8610
YDR034C-C,1328
YDR034C-A,0
YDR034W-B,31
YDR035W,4455
YDR037W,12283
YDR038C,4149
YDR039C,1844
YDR040C,7251
YDR041W,1083
YDR042C,196
YDR043C,1192
YDR044W,2873
YDR045C,912
YDR046C,7867
YDR047W,2470
YDR048C,5
YDR049W,1491
YDR050C,15537
YDR051C,1731
YDR052C,2563
YDR053W,6
YDR054C,2520
YDR055W,6558
YDR056C,1963
YDR057W,1455
YDR058C,196
YDR059C,709
YDR060W,8667
YDR061W,1608
YDR062W,6538
YDR063W,1237
YDR064W,10516
YDR065W,619
YDR066C,283
YDR067C,604
YDR068W,1040
YDR069C,1234
YDR070C,171
YDR071C,2730
YDR072C,3963
YDR073W,867
YDR074W,3863
YDR075W,1745
YDR076W,248
YDR077W,50094
YDR078C,177
YDR079W,577
YDR079C-A,455
YDR080W,1480
YDR081C,2104
YDR082W,710
YDR083W,2646
YDR084C,1100
YDR085C,747
YDR086C,2880
YDR087C,2215
YDR088C,728
YDR089W,1850
YDR090C,1117
YDR091C,7262
YDR092W,1502
YDR093W,9097
YDR094W,1246
YDR095C,16
YDR096W,2778
YDR097C,2908
YDR098C,2755
YDR098C-B,7307
YDR098C-A,1597
YDR099W,7199
YDR101C,5633
YDR102C,47
YDR103W,3002
YDR104C,926
YDR105C,2811
YDR106W,103
YDR107C,966
YDR108W,1062
YDR109C,806
YDR110W,1426
YDR111C,1104
YDR112W,6
YDR113C,820
YDR114C,3
YDR115W,1086
YDR116C,1415
YDR117C,1634
YDR118W,709
YDR118W-A,73
YDR119W,7046
YDR119W-A,126
YDR120C,3245
YDR121W,1283
YDR122W,2546
YDR123C,1086
YDR124W,212
YDR125C,425
YDR126W,823
YDR127W,14886
YDR128W,2525
YDR129C,7050
YDR130C,495
YDR131C,678
YDR132C,761
YDR133C,6612
YDR135C,14998
YDR136C,28
YDR137W,1632
YDR138W,1770
YDR139C,1122
YDR140W,1188
YDR141C,4291
YDR142C,1132
YDR143C,4124
YDR144C,5780
YDR145W,3236
YDR146C,2216
YDR147W,999
YDR148C,3170
YDR149C,2
YDR150W,7163
YDR151C,1366
YDR152W,2276
YDR153C,2330
YDR154C,10035
YDR155C,15633
YDR156W,3626
YDR157W,1206
YDR158W,7755
YDR159W,2754
YDR160W,1420
YDR161W,2310
YDR162C,898
YDR163W,645
YDR164C,1992
YDR165W,2801
YDR167W,885
YDR168W,3469
YDR169C,1689
YDR169C-A,20
YDR170C,13213
YDR170W-A,1718
YDR171W,1135
YDR172W,7206
YDR173C,359
YDR174W,3736
YDR175C,1506
YDR176W,1466
YDR177W,1985
YDR178W,2753
YDR179C,222
YDR179W-A,816
YDR180W,2110
YDR181C,725
YDR182W,3270
YDR182W-A,108
YDR183W,483
YDR183C-A,224
YDR184C,2012
YDR185C,263
YDR186C,4201
YDR187C,13
YDR188W,4919
YDR189W,3445
YDR190C,3631
YDR191W,334
YDR192C,1106
YDR193W,5
YDR194C,4894
YDR194W-A,0
YDR195W,981
YDR196C,981
YDR197W,1284
YDR198C,1236
YDR199W,8
YDR200C,1046
YDR201W,446
YDR202C,744
YDR203W,5
YDR204W,1286
YDR205W,2918
YDR206W,3847
YDR207C,1657
YDR208W,4224
YDR209C,14
YDR210W,1295
YDR210W-B,11893
YDR210W-A,3479
YDR210C-D,14263
YDR210C-C,3815
YDR211W,3915
YDR212W,6435
YDR213W,1294
YDR214W,4983
YDR215C,13
YDR216W,1213
YDR217C,2520
YDR218C,38
YDR219C,1020
YDR220C,88
YDR221W,2480
YDR222W,1584
YDR223W,78
YDR224C,5192
YDR225W,5766
YDR226W,5530
YDR227W,2070
YDR228C,1529
YDR229W,1019
YDR230W,7
YDR231C,409
YDR232W,9985
YDR233C,14470
YDR234W,5824
YDR235W,1305
YDR236C,1014
YDR237W,1557
YDR238C,9837
YDR239C,1318
YDR240C,840
YDR241W,164
YDR242W,537
YDR243C,720
YDR244W,985
YDR245W,3893
YDR246W,907
YDR246W-A,74
YDR247W,1596
YDR248C,893
YDR249C,747
YDR250C,9
YDR251W,3622
YDR252W,228
YDR253C,177
YDR254W,473
YDR255C,654
YDR256C,159
YDR257C,1094
YDR258C,2111
YDR259C,404
YDR260C,681
YDR261C,3430
YDR261W-B,10214
YDR261W-A,5084
YDR261C-D,9624
YDR261C-C,3690
YDR262W,1672
YDR263C,398
YDR264C,6540
YDR265W,611
YDR266C,3472
YDR267C,1355
YDR268W,828
YDR269C,1
YDR270W,2120
YDR271C,13
YDR272W,1189
YDR273W,99
YDR274C,5
YDR275W,618
YDR276C,5010
YDR277C,510
YDR278C,12
YDR279W,934
YDR280W,1897
YDR281C,830
YDR282C,624
YDR283C,3212
YDR284C,2043
YDR285W,402
YDR286C,258
YDR287W,843
YDR288W,981
YDR289C,650
YDR290W,0
YDR291W,1936
YDR292C,3542
YDR294C,4062
YDR295C,940
YDR296W,1203
YDR297W,3896
YDR298C,4643
YDR299W,2134
YDR300C,1829
YDR301W,3108
YDR302W,1497
YDR303C,2832
YDR304C,4152
YDR305C,743
YDR306C,820
YDR307W,2854
YDR308C,1037
YDR309C,3338
YDR310C,3426
YDR311W,1400
YDR312W,1480
YDR313C,622
YDR314C,730
YDR315C,325
YDR316W,996
YDR316W-B,12752
YDR316W-A,3868
YDR317W,141
YDR318W,520
YDR319C,1017
YDR320C,1655
YDR320C-A,1022
YDR320W-B,98
YDR321W,5669
YDR322W,1417
YDR322C-A,1086
YDR323C,331
YDR324C,4906
YDR325W,2169
YDR326C,9440
YDR327W,4
YDR328C,2578
YDR329C,1226
YDR330W,1292
YDR331W,2189
YDR332W,765
YDR333C,1698
YDR334W,3664
YDR335W,3666
YDR336W,524
YDR337W,1407
YDR338C,1243
YDR339C,1551
YDR340W,11
YDR341C,8178
YDR342C,8512
YDR343C,143
YDR344C,186
YDR345C,14744
YDR346C,6321
YDR347W,2666
YDR348C,2570
YDR349C,4936
YDR350C,1408
YDR352W,2321
YDR353W,7108
YDR354W,3346
YDR354C-A,0
YDR355C,0
YDR356W,1441
YDR357C,757
YDR358W,699
YDR359C,2484
YDR360W,8
YDR361C,1939
YDR362C,964
YDR363W,792
YDR363W-A,2116
YDR364C,1213
YDR365C,4978
YDR365W-B,4603
YDR365W-A,1997
YDR366C,14
YDR367W,1600
YDR368W,2694
YDR369C,903
YDR370C,1147
YDR371W,930
YDR371C-A,3
YDR372C,3335
YDR373W,1447
YDR374C,31
YDR374W-A,279
YDR375C,1355
YDR376W,1679
YDR377W,2431
YDR378C,1374
YDR379W,1475
YDR379C-A,245
YDR380W,3210
YDR381W,5181
YDR381C-A,495
YDR382W,9540
YDR383C,292
YDR384C,1414
YDR385W,76262
YDR386W,502
YDR387C,1389
YDR388W,4178
YDR389W,3766
YDR390C,2118
YDR391C,805
YDR392W,729
YDR393W,1278
YDR394W,4020
YDR395W,8205
YDR396W,27
YDR397C,1290
YDR398W,3174
YDR399W,3666
YDR400W,2253
YDR401W,66
YDR402C,64
YDR403W,217
YDR404C,2701
YDR405W,951
YDR406W,2089
YDR406W-A,19
YDR407C,3506
YDR408C,1380
YDR409W,987
YDR410C,1526
YDR411C,2779
YDR412W,1808
YDR413C,2
YDR414C,1207
YDR415C,1407
YDR416W,1376
YDR417C,9
YDR418W,9773
YDR419W,1060
YDR421W,877
YDR422C,2961
YDR423C,1055
YDR424C,978
YDR425W,965
YDR426C,9
YDR427W,3046
YDR428C,873
YDR429C,4150
YDR430C,3365
YDR431W,9
YDR432W,11482
YDR433W,4278
YDR434W,2540
YDR435C,711
YDR436W,1102
YDR437W,641
YDR438W,665
YDR439W,224
YDR440W,1261
YDR441C,3194
YDR442W,3
YDR443C,2399
YDR444W,1037
YDR445C,8
YDR446W,16
YDR447C,4617
YDR448W,1241
YDR449C,1517
YDR450W,9327
YDR451C,1288
YDR452W,4406
YDR453C,379
YDR454C,3864
YDR455C,1
YDR456W,3761
YDR457W,13334
YDR458C,1899
YDR459C,977
YDR460W,813
YDR461W,1244
YDR461C-A,142
YDR462W,575
YDR463W,2973
YDR464W,2665
YDR464C-A,1
YDR465C,2756
YDR466W,2057
YDR467C,25
YDR468C,1378
YDR469W,725
YDR470C,1133
YDR471W,8786
YDR472W,1462
YDR473C,672
YDR475C,1471
YDR476C,1993
YDR477W,3847
YDR478W,373
YDR479C,1051
YDR480W,496
YDR481C,6163
YDR482C,441
YDR483W,7021
YDR484W,956
YDR485C,1428
YDR486C,1662
YDR487C,4487
YDR488C,971
YDR489W,764
YDR490C,1165
YDR491C,9
YDR492W,4964
YDR493W,488
YDR494W,2039
YDR495C,1002
YDR497C,8810
YDR498C,1162
YDR499W,905
YDR500C,4672
YDR501W,541
YDR502C,4497
YDR503C,815
YDR504C,299
YDR505C,3995
YDR506C,401
YDR507C,4228
YDR508C,8625
YDR509W,5
YDR510W,3487
YDR510C-A,79
YDR511W,751
YDR512C,1108
YDR513W,1443
YDR514C,915
YDR515W,997
YDR516C,2482
YDR517W,2300
YDR518W,2217
YDR519W,1976
YDR520C,881
YDR521W,0
YDR522C,19
YDR523C,94
YDR524C,2394
YDR524W-C,1
YDR524C-B,8390
YDR524C-A,28
YDR525W,16
YDR525W-A,483
YDR526C,10
YDR527W,2540
YDR528W,1764
YDR529C,5209
YDR530C,782
YDR531W,1887
YDR532C,549
YDR533C,1556
YDR534C,325
YDR535C,37
YDR536W,13
YDR537C,15
YDR538W,1893
YDR539W,2072
YDR540C,370
YDR541C,755
YDR542W,6
YDR543C,0
YDR544C,14
YDR545W,729
YDR545C-A,2
YIL122W,817
YIL048W,4458
YIR019C,552
YIL177C,3676
YIL177W-A,7
YIL176C,2
YIL173W,198
YIL172C,4
YIL171W-A,2
YIL169C,162
YIL166C,256
YIL165C,221
YIL164C,276
YIL163C,35
YIL162W,3545
YIL161W,543
YIL160C,20
YIL159W,1384
YIL158W,1246
YIL157C,1916
YIL156W-A,91
YIL156W-B,620
YIL156W,2610
YIL155C,1102
YIL154C,1284
YIL153W,1807
YIL152W,398
YIL151C,2780
YIL150C,670
YIL149C,3830
YIL148W,9119
YIL147C,4845
YIL146C,620
YIL145C,2950
YIL144W,1153
YIL143C,2233
YIL142C-A,2
YIL142W,5718
YIL141W,677
YIL140W,4859
YIL139C,455
YIL138C,2589
YIL137C,4437
YIL136W,541
YIL135C,2170
YIL134C-A,12
YIL134W,1054
YIL133C,10403
YIL132C,247
YIL131C,2291
YIL130W,3045
YIL129C,5836
YIL128W,3545
YIL127C,1750
YIL126W,5432
YIL125W,7808
YIL124W,1910
YIL123W,18356
YIL121W,1656
YIL120W,510
YIL119C,1354
YIL118W,2566
YIL117C,1402
YIL116W,1917
YIL115W-A,2
YIL115C,5574
YIL114C,1307
YIL113W,188
YIL112W,1472
YIL111W,985
YIL110W,2012
YIL109C,13945
YIL108W,2826
YIL107C,997
YIL106W,1582
YIL105C,1523
YIL105W-A,1
YIL104C,1138
YIL103W,1448
YIL102C-A,208
YIL102C,0
YIL101C,463
YIL100C-A,39
YIL100W,34
YIL099W,133
YIL098C,563
YIL097W,448
YIL096C,1119
YIL095W,1326
YIL094C,4337
YIL093C,1520
YIL092W,650
YIL091C,3641
YIL090W,3756
YIL089W,140
YIL088C,5242
YIL087C,804
YIL086C,165
YIL085C,2600
YIL084C,668
YIL083C,1388
YIL082W-A,1235
YIL082W,85
YIL079C,1918
YIL078W,11812
YIL077C,553
YIL076W,3106
YIL075C,8548
YIL074C,2731
YIL073C,206
YIL072W,104
YIL071W-A,19
YIL071C,690
YIL070C,2197
YIL069C,7879
YIL068W-A,4
YIL068C,1536
YIL067C,1934
YIL066W-A,2
YIL066C,292
YIL065C,841
YIL064W,1571
YIL063C,1493
YIL062C,2183
YIL061C,450
YIL060W,13
YIL059C,279
YIL058W,4
YIL057C,3
YIL056W,4010
YIL055C,483
YIL054W,0
YIL053W,10702
YIL052C,6715
YIL051C,4877
YIL050W,1465
YIL049W,1017
YIL047C-A,1097
YIL047C,7055
YIL046W-A,18
YIL046W,1714
YIL045W,597
YIL044C,1668
YIL043C,6263
YIL042C,800
YIL041W,3636
YIL040W,1447
YIL039W,3719
YIL038C,3135
YIL037C,48
YIL036W,2542
YIL035C,2130
YIL034C,4056
YIL033C,4671
YIL032C,2
YIL031W,2058
YIL030W-A,302
YIL030C,9861
YIL029W-A,0
YIL029C,116
YIL028W,75
YIL027C,935
YIL026C,2043
YIL025C,3
YIL024C,222
YIL023C,2237
YIL022W,3608
YIL021W,2241
YIL021C-A,0
YIL020C-A,24
YIL020C,926
YIL019W,1202
YIL018W,20500
YIL017C,1113
YIL016W,795
YIL015W,5612
YIL014C-A,251
YIL014W,2353
YIL013C,793
YIL012W,26
YIL011W,563
YIL010W,976
YIL009C-A,746
YIL009W,3225
YIL008W,1136
YIL007C,552
YIL006W,1324
YIL005W,3058
YIL004C,650
YIL003W,784
YIL002W-A,715
YIL002C,1984
YIL001W,1060
YIR001C,1409
YIR002C,1996
YIR003W,1778
YIR004W,2256
YIR005W,306
YIR006C,11241
YIR007W,884
YIR008C,1100
YIR009W,544
YIR010W,1530
YIR011C,1763
YIR012W,4554
YIR013C,23
YIR014W,132
YIR015W,381
YIR016W,502
YIR017C,258
YIR017W-A,7
YIR018W,384
YIR018C-A,108
YIR020C,108
YIR020W-A,0
YIR020C-B,9
YIR021W,926
YIR021W-A,95
YIR022W,2089
YIR023W,2703
YIR023C-A,37
YIR024C,478
YIR025W,278
YIR026C,2047
YIR027C,135
YIR028W,202
YIR029W,312
YIR030C,440
YIR030W-A,8
YIR031C,995
YIR032C,420
YIR033W,3556
YIR034C,2411
YIR035C,2861
YIR036C,1151
YIR036W-A,9
YIR037W,2546
YIR038C,1141
YIR039C,641
YIR040C,0
YIR041W,3
YIR042C,401
YFL068W,0
YFL067W,1
YFL066C,735
YFL065C,80
YFL064C,26
YFL063W,1
YFL062W,1328
YFL061W,90
YFL060C,502
YFL059W,475
YFL058W,22
YFL057C,582
YFL056C,626
YFL055W,287
YFL054C,452
YFL053W,45
YFL052W,73
YFL051C,56
YFL050C,869
YFL049W,1085
YFL048C,2696
YFL047W,2154
YFL046W,731
YFL045C,9088
YFL044C,979
YFL042C,945
YFL041W-A,22
YFL041W,3024
YFL040W,12
YFL039C,26527
YFL038C,4050
YFL037W,10561
YFL036W,3808
YFL034C-B,1394
YFL034C-A,2487
YFL034W,1751
YFL033C,3539
YFL032W,1409
YFL031W,16896
YFL031C-A,0
YFL030W,560
YFL029C,651
YFL028C,1255
YFL027C,975
YFL026W,9590
YFL025C,3492
YFL024C,1724
YFL023W,1300
YFL022C,7740
YFL021C-A,60
YFL021W,7723
YFL020C,28
YFL019C,8
YFL018C,4547
YFL017W-A,519
YFL017C,929
YFL016C,2376
YFL015W-A,5
YFL015C,4
YFL014W,450
YFL013W-A,0
YFL013C,1632
YFL012W-A,0
YFL012W,8
YFL011W,23
YFL010W-A,21
YFL010C,5027
YFL009W,2879
YFL008W,2431
YFL007W,7244
YFL005W,3910
YFL004W,7070
YFL003C,144
YFL002W-A,2269
YFL002W-B,610
YFL002C,2055
YFL001W,1241
YFR001W,1815
YFR002W,3756
YFR003C,733
YFR004W,2064
YFR005C,1371
YFR006W,3658
YFR007W,756
YFR008W,255
YFR009W,4521
YFR009W-A,504
YFR010W,3130
YFR010W-A,9
YFR011C,808
YFR012W,25
YFR012W-A,12
YFR013W,2172
YFR014C,879
YFR015C,669
YFR016C,2293
YFR017C,374
YFR018C,1619
YFR019W,3268
YFR020W,830
YFR021W,1679
YFR022W,1380
YFR023W,71
YFR024C-A,3051
YFR025C,1541
YFR026C,127
YFR027W,218
YFR028C,2823
YFR029W,1218
YFR030W,5148
YFR031C,1775
YFR031C-A,16873
YFR032C,58
YFR032C-A,3373
YFR032C-B,768
YFR033C,4971
YFR034C,955
YFR034W-A,198
YFR035C,16
YFR036W,423
YFR036W-A,28
YFR037C,3124
YFR038W,1851
YFR039C,1912
YFR040W,4011
YFR041C,993
YFR042W,1254
YFR043C,617
YFR044C,10821
YFR045W,608
YFR046C,593
YFR047C,2390
YFR048W,1416
YFR049W,885
YFR050C,3454
YFR051C,5395
YFR052W,1882
YFR052C-A,347
YFR053C,2736
YFR054C,31
YFR056C,0
YFR055W,6378
YFR057W,0
YKL023C-A,1476
YKR046C,6179
YKR103W,556
YKL225W,1
YKL224C,4
YKL223W,1
YKL222C,1005
YKL221W,58
YKL220C,393
YKL219W,964
YKL218C,743
YKL217W,278
YKL216W,3880
YKL215C,2866
YKL214C,1021
YKL213C,3155
YKL212W,5636
YKL211C,3705
YKL210W,10395
YKL209C,8991
YKL208W,343
YKL207W,4023
YKL206C,1044
YKL205W,4361
YKL204W,2824
YKL203C,4826
YKL202W,75
YKL201C,561
YKL198C,2285
YKL197C,1819
YKL196C,3798
YKL195W,2830
YKL194C,1028
YKL193C,752
YKL192C,5321
YKL191W,5150
YKL190W,1935
YKL189W,570
YKL188C,423
YKL187C,758
YKL186C,1562
YKL185W,4943
YKL184W,3803
YKL183C-A,6
YKL183W,929
YKL182W,51668
YKL181W,7588
YKL180W,11567
YKL179C,2168
YKL178C,107
YKL177W,13
YKL176C,4654
YKL175W,5768
YKL174C,2936
YKL173W,2326
YKL172W,5123
YKL171W,1158
YKL170W,1454
YKL169C,25
YKL168C,933
YKL167C,665
YKL166C,1426
YKL165C-A,62
YKL165C,6832
YKL164C,14112
YKL163W,539
YKL162C-A,36
YKL162C,213
YKL161C,1052
YKL160W,2317
YKL159C,414
YKL157W,7484
YKL156W,5111
YKL156C-A,1
YKL155C,1390
YKL154W,1391
YKL153W,13
YKL152C,22706
YKL151C,779
YKL150W,3281
YKL149C,586
YKL148C,6943
YKL147C,10
YKL146W,3872
YKL145W,4536
YKL145W-A,405
YKL144C,1002
YKL143W,1894
YKL142W,1861
YKL141W,4199
YKL140W,2274
YKL139W,1173
YKL138C-A,643
YKL138C,971
YKL137W,693
YKL136W,123
YKL135C,2598
YKL134C,1075
YKL133C,209
YKL132C,532
YKL131W,12
YKL130C,1042
YKL129C,2486
YKL128C,2101
YKL127W,4536
YKL126W,3718
YKL125W,1849
YKL124W,744
YKL123W,278
YKL122C,1944
YKL121W,1089
YKL120W,4356
YKL119C,524
YKL118W,12
YKL117W,4135
YKL116C,1980
YKL115C,278
YKL114C,1440
YKL113C,1550
YKL112W,3291
YKL111C,8
YKL110C,1654
YKL109W,4460
YKL108W,541
YKL107W,35
YKL106C-A,21
YKL106W,3257
YKL105C,1772
YKL104C,10357
YKL103C,1941
YKL102C,15
YKL101W,5902
YKL100C,4131
YKL100W-A,2
YKL099C,1751
YKL098W,830
YKL097C,6
YKL096C-B,2
YKL096W-A,13213
YKL096W,5751
YKL095W,459
YKL094W,2437
YKL093W,187
YKL092C,1768
YKL091C,663
YKL090W,356
YKL089W,649
YKL088W,868
YKL087C,1588
YKL086W,43
YKL085W,2420
YKL084W,916
YKL083W,31
YKL082C,1290
YKL081W,21222
YKL080W,6271
YKL079W,1641
YKL078W,1629
YKL077W,3535
YKL076C,306
YKL075C,770
YKL074C,1530
YKL073W,4915
YKL072W,881
YKL071W,131
YKL070W,22
YKL069W,977
YKL068W-A,1047
YKL068W,6079
YKL067W,3105
YKL066W,1550
YKL065W-A,40
YKL065C,2077
YKL064W,3211
YKL063C,1252
YKL062W,2814
YKL061W,386
YKL060C,44267
YKL059C,1059
YKL058W,1668
YKL057C,5965
YKL056C,14330
YKL055C,438
YKL054C,12328
YKL053C-A,562
YKL053W,29
YKL052C,770
YKL051W,2748
YKL050C,397
YKL049C,636
YKL048C,857
YKL047W,858
YKL046C,2764
YKL045W,1118
YKL044W,851
YKL043W,5250
YKL042W,807
YKL041W,260
YKL040C,1814
YKL039W,5122
YKL038W,3371
YKL037W,21
YKL036C,13
YKL035W,7038
YKL034W,2834
YKL033W-A,3570
YKL033W,1448
YKL032C,3925
YKL031W,70
YKL030W,10
YKL029C,8392
YKL028W,1678
YKL027W,1547
YKL026C,139
YKL025C,2584
YKL024C,2226
YKL023W,493
YKL022C,1520
YKL021C,1943
YKL020C,3478
YKL019W,1947
YKL018C-A,141
YKL018W,1625
YKL017C,788
YKL016C,3626
YKL015W,2528
YKL014C,7367
YKL013C,2632
YKL012W,1468
YKL011C,515
YKL010C,4316
YKL009W,4045
YKL008C,3303
YKL007W,2304
YKL006C-A,1162
YKL006W,6950
YKL005C,962
YKL004W,6090
YKL003C,1006
YKL002W,1174
YKL001C,1491
YKR001C,5762
YKR002W,1716
YKR003W,1899
YKR004C,449
YKR005C,239
YKR006C,2531
YKR007W,772
YKR008W,2012
YKR009C,575
YKR010C,760
YKR011C,594
YKR012C,48
YKR013W,9550
YKR014C,2071
YKR015C,44
YKR016W,1930
YKR017C,693
YKR018C,3161
YKR019C,625
YKR020W,435
YKR021W,2202
YKR022C,643
YKR023W,871
YKR024C,2575
YKR025W,915
YKR026C,2782
YKR027W,1657
YKR028W,4442
YKR029C,1048
YKR030W,1246
YKR031C,3537
YKR032W,7
YKR033C,14
YKR034W,217
YKR035C,30
YKR035W-A,1506
YKR036C,1081
YKR037C,870
YKR038C,2160
YKR039W,10134
YKR040C,3619
YKR041W,89
YKR042W,14855
YKR043C,4709
YKR044W,1667
YKR045C,701
YKR047W,47
YKR048C,4361
YKR049C,649
YKR050W,2080
YKR051W,1035
YKR052C,845
YKR053C,375
YKR054C,5641
YKR055W,387
YKR056W,2337
YKR057W,3547
YKR058W,318
YKR059W,20115
YKR060W,1163
YKR061W,1275
YKR062W,1235
YKR063C,1111
YKR064W,1161
YKR065C,2340
YKR066C,4479
YKR067W,1885
YKR068C,2002
YKR069W,625
YKR070W,1146
YKR071C,4395
YKR072C,2651
YKR073C,100
YKR074W,1181
YKR075C,631
YKR075W-A,8
YKR076W,383
YKR077W,899
YKR078W,811
YKR079C,3097
YKR080W,742
YKR081C,3358
YKR082W,4362
YKR083C,575
YKR084C,2174
YKR085C,1334
YKR086W,1843
YKR087C,985
YKR088C,1946
YKR089C,1937
YKR090W,2316
YKR091W,1325
YKR092C,3994
YKR093W,17840
YKR094C,7351
YKR095W,5567
YKR095W-A,575
YKR096W,2941
YKR097W,165
YKR098C,604
YKR099W,2424
YKR100C,1970
YKR101W,446
YKR102W,795
YKR104W,137
YKR105C,21
YKR106W,124
YOL100W,1368
YOL034W,1105
YOR033C,1463
YOR108W,6651
YOR172W,1340
YOR239W,4177
YOR321W,3041
YOL166W-A,1
YOL166C,0
YOL165C,101
YOL164W-A,11
YOL164W,758
YOL163W,169
YOL162W,71
YOL161C,1
YOL160W,33
YOL159C-A,246
YOL159C,501
YOL158C,2214
YOL157C,230
YOL156W,123
YOL155W-A,4
YOL155C,4103
YOL154W,171
YOL152W,5190
YOL151W,2235
YOL150C,76
YOL149W,1097
YOL148C,1425
YOL147C,1737
YOL146W,892
YOL145C,4512
YOL144W,1344
YOL143C,1922
YOL142W,1881
YOL141W,988
YOL140W,1194
YOL139C,7151
YOL138C,1698
YOL137W,1438
YOL136C,6902
YOL135C,635
YOL134C,2
YOL133W,793
YOL132W,64
YOL131W,7
YOL130W,3835
YOL129W,2871
YOL128C,959
YOL127W,9359
YOL126C,1116
YOL125W,1475
YOL124C,2018
YOL123W,4456
YOL122C,2067
YOL121C,6859
YOL120C,15723
YOL119C,1780
YOL118C,9
YOL117W,502
YOL116W,869
YOL115W,1486
YOL114C,149
YOL113W,1224
YOL112W,1127
YOL111C,1255
YOL110W,934
YOL109W,5462
YOL108C,485
YOL107W,910
YOL106W,55
YOL105C,2703
YOL104C,918
YOL103W-B,7497
YOL103W-A,3716
YOL103W,3767
YOL102C,766
YOL101C,924
YOL099C,17
YOL098C,5579
YOL097W-A,118
YOL097C,4527
YOL096C,586
YOL095C,639
YOL094C,1049
YOL093W,1500
YOL092W,3847
YOL091W,127
YOL090W,2299
YOL089C,1410
YOL088C,1589
YOL087C,2264
YOL086W-A,587
YOL086C,37493
YOL085W-A,277
YOL085C,6
YOL084W,386
YOL083W,242
YOL083C-A,11
YOL082W,994
YOL081W,14265
YOL080C,1207
YOL079W,0
YOL078W,1250
YOL077W-A,1622
YOL077C,4113
YOL076W,2702
YOL075C,1907
YOL073C,1454
YOL072W,875
YOL071W,883
YOL070C,2307
YOL069W,926
YOL068C,2770
YOL067C,787
YOL066C,1112
YOL065C,556
YOL064C,2551
YOL063C,1844
YOL062C,2191
YOL061W,6466
YOL060C,3565
YOL059W,6615
YOL058W,1982
YOL057W,3963
YOL056W,675
YOL055C,652
YOL054W,925
YOL053W,826
YOL052C-A,175
YOL052C,4027
YOL051W,4560
YOL050C,9
YOL049W,4235
YOL048C,704
YOL047C,64
YOL046C,4
YOL045W,2592
YOL044W,448
YOL043C,332
YOL042W,1230
YOL041C,2862
YOL040C,13364
YOL039W,9431
YOL038C-A,111
YOL038W,3472
YOL037C,2
YOL036W,3432
YOL035C,1
YOL033W,935
YOL032W,461
YOL031C,2169
YOL030W,9885
YOL029C,654
YOL028C,937
YOL027C,3188
YOL026C,1175
YOL025W,1152
YOL024W,22
YOL023W,912
YOL022C,2698
YOL021C,4955
YOL020W,6485
YOL019W-A,2
YOL019W,5446
YOL018C,859
YOL017W,573
YOL016C,2999
YOL015W,216
YOL014W,680
YOL013W-B,3
YOL013W-A,169
YOL013C,1805
YOL012C,1971
YOL011W,3584
YOL010W,2385
YOL009C,579
YOL008W,561
YOL007C,2695
YOL006C,2930
YOL005C,1985
YOL004W,9077
YOL003C,1408
YOL002C,1812
YOL001W,978
YOR001W,3335
YOR002W,4722
YOR003W,466
YOR004W,1723
YOR005C,659
YOR006C,1369
YOR007C,7748
YOR008C,4060
YOR008C-A,9
YOR008W-B,74
YOR009W,424
YOR010C,172
YOR011W,2153
YOR011W-A,6
YOR012W,144
YOR013W,220
YOR014W,5476
YOR015W,540
YOR016C,2155
YOR017W,1826
YOR018W,1215
YOR019W,262
YOR020C,4354
YOR020W-A,612
YOR021C,2086
YOR022C,701
YOR023C,1830
YOR024W,15
YOR025W,1504
YOR026W,850
YOR027W,7124
YOR028C,533
YOR029W,3
YOR030W,2165
YOR031W,214
YOR032C,943
YOR032W-A,43
YOR034C,3282
YOR034C-A,121
YOR035C,1675
YOR036W,793
YOR037W,1013
YOR038C,1104
YOR039W,2729
YOR040W,464
YOR041C,51
YOR042W,2200
YOR043W,2895
YOR044W,850
YOR045W,1201
YOR046C,3893
YOR047C,2888
YOR048C,4118
YOR049C,247
YOR050C,12
YOR051C,3450
YOR052C,2463
YOR053W,44
YOR054C,773
YOR055W,1
YOR056C,2739
YOR057W,1311
YOR058C,1851
YOR059C,1038
YOR060C,876
YOR061W,2993
YOR062C,321
YOR063W,25858
YOR064C,597
YOR065W,4145
YOR066W,2298
YOR067C,2962
YOR069W,1741
YOR068C,1
YOR070C,1797
YOR071C,1623
YOR072W,28
YOR072W-A,33
YOR072W-B,23
YOR073W,1016
YOR074C,1019
YOR073W-A,1
YOR075W,947
YOR076C,1217
YOR077W,221
YOR078W,1706
YOR079C,1034
YOR080W,1488
YOR081C,3364
YOR082C,404
YOR083W,240
YOR084W,691
YOR085W,6185
YOR086C,7473
YOR087W,1838
YOR089C,2223
YOR090C,2080
YOR091W,3519
YOR092W,3566
YOR093C,2367
YOR094W,540
YOR095C,2211
YOR096W,8549
YOR097C,665
YOR098C,6816
YOR099W,6915
YOR100C,57
YOR101W,2215
YOR102W,63
