Geneid,WT_2
YMR090W,415
YMR091C,1856
YMR092C,3763
YMR093W,3766
YMR094W,558
YMR095C,38
YMR096W,536
YMR097C,791
YMR098C,1638
YMR099C,3062
YMR100W,2128
YMR101C,47
YMR102C,2843
YMR103C,188
YMR104C,1242
YMR105C,1013
YMR105W-A,19
YMR106C,666
YMR107W,26
YMR108W,14666
YMR109W,5893
YMR110C,1922
YMR111C,569
YMR112C,690
YMR113W,950
YMR114C,433
YMR115W,1153
YMR116C,23612
YMR117C,420
YMR118C,42
YMR119W,2730
YMR119W-A,274
YMR120C,741
YMR121C,861
YMR122C,27
YMR122W-A,5869
YMR123W,2106
YMR124W,2736
YMR125W,5574
YMR126C,627
YMR127C,657
YMR129W,7495
YMR130W,1572
YMR131C,6221
YMR132C,752
YMR133W,17
YMR134W,1235
YMR135C,631
YMR135W-A,57
YMR136W,2948
YMR137C,481
YMR138W,503
YMR139W,1090
YMR140W,1153
YMR141C,16
YMR142C,11415
YMR141W-A,0
YMR143W,9934
YMR144W,687
YMR145C,12676
YMR146C,6528
YMR147W,496
YMR148W,1408
YMR149W,4319
YMR150C,746
YMR151W,73
YMR152W,1509
YMR153W,1358
YMR153C-A,144
YMR154C,621
YMR155W,1612
YMR156C,256
YMR157C,790
YMR158W,1311
YMR158C-A,41
YMR158W-B,1
YMR159C,147
YMR160W,1043
YMR161W,1417
YMR162C,3537
YMR163C,467
YMR164C,1277
YMR165C,1735
YMR166C,1313
YMR167W,946
YMR168C,982
YMR169C,433
YMR170C,680
YMR171C,2566
YMR172W,1099
YMR172C-A,2
YMR173W,3567
YMR173W-A,3155
YMR174C,182
YMR175W,27
YMR175W-A,14
YMR176W,2178
YMR177W,1311
YMR178W,1058
YMR179W,1308
YMR180C,557
YMR181C,2011
YMR182C,1673
YMR182W-A,30
YMR183C,3029
YMR184W,841
YMR185W,1334
YMR186W,28285
YMR187C,736
YMR188C,1593
YMR189W,2843
YMR190C,2222
YMR191W,2448
YMR192W,1167
YMR193W,987
YMR193C-A,5
YMR194W,3546
YMR194C-B,104
YMR194C-A,117
YMR195W,1777
YMR197C,1045
YMR198W,599
YMR199W,3239
YMR200W,3429
YMR201C,504
YMR202W,8937
YMR203W,9024
YMR204C,340
YMR205C,36237
YMR206W,42
YMR207C,2196
YMR208W,3525
YMR209C,1489
YMR210W,993
YMR211W,872
YMR212C,4267
YMR213W,723
YMR214W,1699
YMR215W,8083
YMR216C,4222
YMR217W,13114
YMR218C,2293
YMR219W,2144
YMR220W,3297
YMR221C,4702
YMR222C,1344
YMR223W,1408
YMR224C,682
YMR225C,835
YMR226C,5287
YMR227C,495
YMR228W,794
YMR229C,14820
YMR230W,5960
YMR230W-A,10
YMR231W,1716
YMR232W,181
YMR233W,529
YMR234W,898
YMR235C,4252
YMR236W,1510
YMR237W,3210
YMR238W,3202
YMR239C,1253
YMR240C,510
YMR241W,5545
YMR242C,12253
YMR242W-A,6
YMR243C,9454
YMR244W,56
YMR244C-A,597
YMR245W,33
YMR246W,12024
YMR247C,3659
YMR247W-A,0
YMR250W,969
YMR251W,62
YMR251W-A,2908
YMR252C,579
YMR253C,737
YMR254C,5
YMR255W,1078
YMR256C,1032
YMR257C,1389
YMR258C,1404
YMR260C,4414
YMR261C,4684
YMR262W,569
YMR263W,842
YMR264W,1781
YMR265C,1194
YMR266W,10347
YMR267W,1358
YMR268C,791
YMR269W,75
YMR270C,1307
YMR271C,221
YMR272C,5634
YMR272W-A,0
YMR272W-B,2
YMR273C,2344
YMR274C,1019
YMR275C,2633
YMR276W,5608
YMR277W,3206
YMR278W,1415
YMR279C,69
YMR280C,289
YMR281W,944
YMR282C,1110
YMR283C,627
YMR284W,1046
YMR285C,1184
YMR286W,885
YMR287C,1612
YMR288W,1566
YMR289W,1470
YMR290C,5532
YMR290W-A,757
YMR291W,1675
YMR292W,1064
YMR293C,299
YMR294W,592
YMR294W-A,8
YMR295C,3901
YMR296C,9355
YMR297W,15519
YMR298W,1297
YMR299C,752
YMR300C,2248
YMR301C,2451
YMR302C,2086
YMR303C,2479
YMR304W,3488
YMR304C-A,1938
YMR305C,15306
YMR306W,587
YMR306C-A,55
YMR307W,30502
YMR307C-A,1
YMR308C,10380
YMR309C,11035
YMR310C,3624
YMR311C,1707
YMR312W,1745
YMR313C,2138
YMR314W,3208
YMR315W,2772
YMR315W-A,17
YMR316W,1732
YMR316C-A,25
YMR316C-B,98
YMR317W,136
YMR318C,6548
YMR319C,5494
YMR320W,39
YMR321C,311
YMR322C,10
YMR323W,12
YMR324C,0
YMR325W,2
YMR326C,5
ERCC-00002,56842
ERCC-00003,19672
ERCC-00004,19802
ERCC-00009,10021
ERCC-00012,9
ERCC-00013,50
ERCC-00014,494
ERCC-00016,10
ERCC-00017,20
ERCC-00019,1155
ERCC-00022,5596
ERCC-00024,8
ERCC-00025,4949
ERCC-00028,259
ERCC-00031,118
ERCC-00033,294
ERCC-00034,1044
ERCC-00035,4978
ERCC-00039,163
ERCC-00040,38
ERCC-00041,11
ERCC-00042,12850
ERCC-00043,12521
ERCC-00044,5500
ERCC-00046,11778
ERCC-00048,0
ERCC-00051,333
ERCC-00053,1265
ERCC-00054,253
ERCC-00057,2
ERCC-00058,173
ERCC-00059,217
ERCC-00060,5841
ERCC-00061,7
ERCC-00062,2491
ERCC-00067,102
ERCC-00069,163
ERCC-00071,2146
ERCC-00073,10
ERCC-00074,28962
ERCC-00075,2
ERCC-00076,3799
ERCC-00077,53
ERCC-00078,1810
ERCC-00079,2206
ERCC-00081,20
ERCC-00083,9
ERCC-00084,1338
ERCC-00085,292
ERCC-00086,31
ERCC-00092,8846
ERCC-00095,3102
ERCC-00096,66467
ERCC-00097,18
ERCC-00098,4
ERCC-00099,1158
ERCC-00104,42
ERCC-00108,10609
ERCC-00109,22
ERCC-00111,15157
ERCC-00112,4461
ERCC-00113,27809
ERCC-00116,14295
ERCC-00117,5
ERCC-00120,33
ERCC-00123,39
ERCC-00126,429
ERCC-00130,75463
ERCC-00131,4177
ERCC-00134,10
ERCC-00136,18695
ERCC-00137,15
ERCC-00138,29
ERCC-00142,6
ERCC-00143,123
ERCC-00144,757
ERCC-00145,16398
ERCC-00147,72
ERCC-00148,321
ERCC-00150,205
ERCC-00154,279
ERCC-00156,7
ERCC-00157,731
ERCC-00158,97
ERCC-00160,598
ERCC-00162,1640
ERCC-00163,386
ERCC-00164,53
ERCC-00165,1376
ERCC-00168,48
ERCC-00170,1009
ERCC-00171,19422
