Geneid,xrn1_1
YDL022C-A,20
YDL023C,63
YDL022W,9642
YDL021W,230
YDL020C,14580
YDL019C,8277
YDL018C,2645
YDL017W,1899
YDL016C,691
YDL015C,7977
YDL014W,11283
YDL013W,5192
YDL012C,4348
YDL011C,6
YDL010W,2139
YDL009C,64
YDL008W,1611
YDL007C-A,1
YDL007W,5239
YDL006W,3538
YDL005C,3877
YDL004W,4250
YDL003W,7701
YDL002C,2176
YDL001W,4273
YDR001C,7628
YDR002W,3589
YDR003W,3017
YDR003W-A,1067
YDR004W,4076
YDR005C,4928
YDR006C,13380
YDR007W,1604
YDR008C,354
YDR009W,881
YDR010C,24
YDR011W,23805
YDR012W,28842
YDR013W,1774
YDR014W,3741
YDR014W-A,76
YDR015C,1
YDR016C,991
YDR017C,9889
YDR018C,652
YDR019C,5419
YDR020C,3492
YDR021W,2544
YDR022C,1088
YDR023W,11188
YDR024W,847
YDR025W,10459
YDR026C,5630
YDR027C,7662
YDR028C,11577
YDR029W,12
YDR030C,1094
YDR031W,693
YDR032C,2983
YDR033W,19670
YDR034C,9843
YDR034C-D,10047
YDR034C-C,1155
YDR034C-A,1
YDR034W-B,66
YDR035W,7977
YDR037W,15983
YDR038C,8410
YDR039C,3564
YDR040C,15387
YDR041W,2722
YDR042C,309
YDR043C,6201
YDR044W,4616
YDR045C,1807
YDR046C,16010
YDR047W,5359
YDR048C,14
YDR049W,5107
YDR050C,14027
YDR051C,4124
YDR052C,8816
YDR053W,15
YDR054C,7922
YDR055W,15832
YDR056C,2848
YDR057W,3901
YDR058C,955
YDR059C,1604
YDR060W,16456
YDR061W,4112
YDR062W,9133
YDR063W,2285
YDR064W,11320
YDR065W,2937
YDR066C,808
YDR067C,2477
YDR068W,2680
YDR069C,5931
YDR070C,468
YDR071C,3913
YDR072C,9330
YDR073W,3303
YDR074W,11908
YDR075W,4240
YDR076W,1623
YDR077W,72009
YDR078C,790
YDR079W,978
YDR079C-A,734
YDR080W,4959
YDR081C,6906
YDR082W,5131
YDR083W,4513
YDR084C,2074
YDR085C,3696
YDR086C,3159
YDR087C,3860
YDR088C,2303
YDR089W,10455
YDR090C,3374
YDR091C,14418
YDR092W,3127
YDR093W,17552
YDR094W,1667
YDR095C,4
YDR096W,10367
YDR097C,7684
YDR098C,4352
YDR098C-B,3776
YDR098C-A,651
YDR099W,10382
YDR101C,11220
YDR102C,195
YDR103W,10513
YDR104C,3749
YDR105C,6300
YDR106W,317
YDR107C,2274
YDR108W,5201
YDR109C,3431
YDR110W,4404
YDR111C,3322
YDR112W,10
YDR113C,3289
YDR114C,15
YDR115W,2357
YDR116C,3928
YDR117C,4154
YDR118W,3935
YDR118W-A,339
YDR119W,13806
YDR119W-A,794
YDR120C,5458
YDR121W,2555
YDR122W,8301
YDR123C,5395
YDR124W,1500
YDR125C,1925
YDR126W,2754
YDR127W,25475
YDR128W,5873
YDR129C,11384
YDR130C,2745
YDR131C,4205
YDR132C,2415
YDR133C,13603
YDR135C,19617
YDR136C,31
YDR137W,6687
YDR138W,7022
YDR139C,1487
YDR140W,3140
YDR141C,11821
YDR142C,4659
YDR143C,13369
YDR144C,11384
YDR145W,8894
YDR146C,8132
YDR147W,5766
YDR148C,5799
YDR149C,3
YDR150W,13180
YDR151C,6674
YDR152W,4688
YDR153C,7942
YDR154C,7799
YDR155C,12602
YDR156W,6067
YDR157W,1872
YDR158W,7807
YDR159W,9062
YDR160W,6967
YDR161W,3142
YDR162C,2603
YDR163W,1715
YDR164C,4939
YDR165W,6153
YDR167W,1503
YDR168W,6961
YDR169C,6118
YDR169C-A,185
YDR170C,19837
YDR170W-A,2455
YDR171W,4676
YDR172W,13010
YDR173C,1263
YDR174W,8770
YDR175C,3928
YDR176W,5981
YDR177W,3978
YDR178W,3302
YDR179C,750
YDR179W-A,2943
YDR180W,6392
YDR181C,2924
YDR182W,5865
YDR182W-A,256
YDR183W,1241
YDR183C-A,473
YDR184C,5103
YDR185C,682
YDR186C,14410
YDR187C,11
YDR188W,8871
YDR189W,7589
YDR190C,7669
YDR191W,1831
YDR192C,4298
YDR193W,9
YDR194C,12909
YDR194W-A,5
YDR195W,3840
YDR196C,1910
YDR197W,3654
YDR198C,3671
YDR199W,9
YDR200C,2994
YDR201W,989
YDR202C,1877
YDR203W,52
YDR204W,3619
YDR205W,7721
YDR206W,12270
YDR207C,5458
YDR208W,11886
YDR209C,9
YDR210W,2346
YDR210W-B,15057
YDR210W-A,4189
YDR210C-D,8566
YDR210C-C,2090
YDR211W,9167
YDR212W,10312
YDR213W,7332
YDR214W,9957
YDR215C,25
YDR216W,9267
YDR217C,7070
YDR218C,78
YDR219C,4789
YDR220C,417
YDR221W,7223
YDR222W,4333
YDR223W,440
YDR224C,7693
YDR225W,8457
YDR226W,5930
YDR227W,7547
YDR228C,8164
YDR229W,3443
YDR230W,17
YDR231C,1529
YDR232W,14609
YDR233C,16865
YDR234W,11984
YDR235W,4567
YDR236C,3463
YDR237W,3430
YDR238C,17007
YDR239C,3464
YDR240C,3234
YDR241W,323
YDR242W,2216
YDR243C,2567
YDR244W,3639
YDR245W,6555
YDR246W,3014
YDR246W-A,260
YDR247W,4479
YDR248C,1388
YDR249C,3628
YDR250C,49
YDR251W,8841
YDR252W,1003
YDR253C,378
YDR254W,1939
YDR255C,3243
YDR256C,667
YDR257C,4276
YDR258C,8052
YDR259C,2423
YDR260C,2479
YDR261C,5394
YDR261W-B,12515
YDR261W-A,5575
YDR261C-D,4297
YDR261C-C,1634
YDR262W,4943
YDR263C,1762
YDR264C,14529
YDR265W,3525
YDR266C,7927
YDR267C,3621
YDR268W,2699
YDR269C,17
YDR270W,6814
YDR271C,129
YDR272W,1944
YDR273W,469
YDR274C,7
YDR275W,2788
YDR276C,5090
YDR277C,5309
YDR278C,3
YDR279W,2005
YDR280W,4760
YDR281C,682
YDR282C,2080
YDR283C,11016
YDR284C,4171
YDR285W,2487
YDR286C,763
YDR287W,2282
YDR288W,3106
YDR289C,2097
YDR290W,3
YDR291W,6766
YDR292C,6671
YDR294C,7462
YDR295C,4056
YDR296W,3050
YDR297W,7464
YDR298C,7441
YDR299W,5374
YDR300C,4740
YDR301W,9816
YDR302W,3453
YDR303C,8042
YDR304C,4572
YDR305C,2059
YDR306C,3369
YDR307W,6231
YDR308C,2429
YDR309C,13071
YDR310C,8097
YDR311W,5377
YDR312W,3936
YDR313C,3555
YDR314C,3751
YDR315C,1123
YDR316W,2502
YDR316W-B,6187
YDR316W-A,1297
YDR317W,365
YDR318W,2252
YDR319C,2282
YDR320C,4571
YDR320C-A,1797
YDR320W-B,278
YDR321W,6458
YDR322W,3208
YDR322C-A,1359
YDR323C,2120
YDR324C,8466
YDR325W,7499
YDR326C,15382
YDR327W,4
YDR328C,4291
YDR329C,3348
YDR330W,4045
YDR331W,6167
YDR332W,3639
YDR333C,7329
YDR334W,7700
YDR335W,8182
YDR336W,2425
YDR337W,3266
YDR338C,5313
YDR339C,3408
YDR340W,11
YDR341C,11316
YDR342C,18522
YDR343C,591
YDR344C,1167
YDR345C,15896
YDR346C,10091
YDR347W,4674
YDR348C,7115
YDR349C,11309
YDR350C,7148
YDR352W,4705
YDR353W,9886
YDR354W,8290
YDR354C-A,13
YDR355C,0
YDR356W,3936
YDR357C,1363
YDR358W,3930
YDR359C,9935
YDR360W,28
YDR361C,2953
YDR362C,3383
YDR363W,2223
YDR363W-A,2651
YDR364C,4909
YDR365C,5446
YDR365W-B,2323
YDR365W-A,802
YDR366C,18
YDR367W,2739
YDR368W,3420
YDR369C,2923
YDR370C,4769
YDR371W,2912
YDR371C-A,2
YDR372C,6197
YDR373W,3293
YDR374C,27
YDR374W-A,699
YDR375C,4773
YDR376W,4077
YDR377W,3625
YDR378C,2254
YDR379W,7056
YDR379C-A,957
YDR380W,15637
YDR381W,18570
YDR381C-A,1262
YDR382W,9376
YDR383C,885
YDR384C,4308
YDR385W,64337
YDR386W,2860
YDR387C,6112
YDR388W,7145
YDR389W,10761
YDR390C,5703
YDR391C,2832
YDR392W,2149
YDR393W,5252
YDR394W,9059
YDR395W,17829
YDR396W,56
YDR397C,2183
YDR398W,8629
YDR399W,11321
YDR400W,4264
YDR401W,251
YDR402C,399
YDR403W,717
YDR404C,5608
YDR405W,4526
YDR406W,8252
YDR406W-A,56
YDR407C,12598
YDR408C,4055
YDR409W,4736
YDR410C,2968
YDR411C,5948
YDR412W,2365
YDR413C,4
YDR414C,3072
YDR415C,3172
YDR416W,4444
YDR417C,14
YDR418W,9785
YDR419W,3770
YDR421W,4084
YDR422C,10211
YDR423C,3581
YDR424C,1190
YDR425W,4103
YDR426C,7
YDR427W,7082
YDR428C,1486
YDR429C,5814
YDR430C,8009
YDR431W,8
YDR432W,13167
YDR433W,4794
YDR434W,4924
YDR435C,2549
YDR436W,3630
YDR437W,3239
YDR438W,2998
YDR439W,889
YDR440W,4077
YDR441C,5284
YDR442W,19
YDR443C,7857
YDR444W,4541
YDR445C,12
YDR446W,42
YDR447C,5289
YDR448W,7382
YDR449C,3951
YDR450W,8679
YDR451C,6607
YDR452W,8171
YDR453C,1077
YDR454C,3350
YDR455C,5
YDR456W,7882
YDR457W,26623
YDR458C,4918
YDR459C,5490
YDR460W,2556
YDR461W,1500
YDR461C-A,255
YDR462W,2174
YDR463W,7989
YDR464W,6662
YDR464C-A,0
YDR465C,4367
YDR466W,7558
YDR467C,97
YDR468C,2811
YDR469W,1679
YDR470C,3460
YDR471W,11355
YDR472W,4203
YDR473C,2125
YDR475C,4175
YDR476C,2958
YDR477W,7293
YDR478W,1220
YDR479C,4215
YDR480W,2547
YDR481C,8400
YDR482C,871
YDR483W,9112
YDR484W,3705
YDR485C,5539
YDR486C,3547
YDR487C,6432
YDR488C,2355
YDR489W,3087
YDR490C,4166
YDR491C,23
YDR492W,8145
YDR493W,1143
YDR494W,4658
YDR495C,4193
YDR497C,25088
YDR498C,4545
YDR499W,4146
YDR500C,4009
YDR501W,2194
YDR502C,9101
YDR503C,2832
YDR504C,724
YDR505C,9316
YDR506C,1382
YDR507C,11289
YDR508C,16679
YDR509W,11
YDR510W,3455
YDR510C-A,33
YDR511W,2023
YDR512C,1086
YDR513W,2185
YDR514C,2595
YDR515W,4758
YDR516C,6273
YDR517W,5645
YDR518W,2775
YDR519W,2769
YDR520C,4444
YDR521W,12
YDR522C,16
YDR523C,302
YDR524C,7804
YDR524W-C,2
YDR524C-B,8203
YDR524C-A,26
YDR525W,50
YDR525W-A,1223
YDR526C,25
YDR527W,5478
YDR528W,7467
YDR529C,7904
YDR530C,4374
YDR531W,3817
YDR532C,2389
YDR533C,1956
YDR534C,3080
YDR535C,542
YDR536W,142
YDR537C,9
YDR538W,4570
YDR539W,5224
YDR540C,920
YDR541C,3666
YDR542W,34
YDR543C,5
YDR544C,21
YDR545W,2689
YDR545C-A,0
YIL122W,3161
YIL048W,11966
YIR019C,5358
YIL177C,11674
YIL177W-A,1
YIL176C,5
YIL173W,645
YIL172C,27
YIL171W-A,1
YIL169C,398
YIL166C,1452
YIL165C,1910
YIL164C,2652
YIL163C,118
YIL162W,7367
YIL161W,1430
YIL160C,68
YIL159W,4637
YIL158W,3462
YIL157C,3892
YIL156W-A,149
YIL156W-B,745
YIL156W,5328
YIL155C,4452
YIL154C,3867
YIL153W,4340
YIL152W,1324
YIL151C,10122
YIL150C,2832
YIL149C,8463
YIL148W,8278
YIL147C,10225
YIL146C,3733
YIL145C,6761
YIL144W,6381
YIL143C,7787
YIL142C-A,7
YIL142W,9293
YIL141W,1281
YIL140W,8851
YIL139C,1277
YIL138C,3811
YIL137C,10018
YIL136W,1696
YIL135C,7229
YIL134C-A,116
YIL134W,3572
YIL133C,11210
YIL132C,1352
YIL131C,5995
YIL130W,11466
YIL129C,16459
YIL128W,9082
YIL127C,2844
YIL126W,11575
YIL125W,13975
YIL124W,3889
YIL123W,15927
YIL121W,2113
YIL120W,2080
YIL119C,4952
YIL118W,5569
YIL117C,4769
YIL116W,8234
YIL115W-A,2
YIL115C,13702
YIL114C,2905
YIL113W,623
YIL112W,4606
YIL111W,1299
YIL110W,4611
YIL109C,19429
YIL108W,7390
YIL107C,3948
YIL106W,7890
YIL105C,6118
YIL105W-A,2
YIL104C,4052
YIL103W,3080
YIL102C-A,760
YIL102C,2
YIL101C,3748
YIL100C-A,178
YIL100W,88
YIL099W,639
YIL098C,1260
YIL097W,2622
YIL096C,2048
YIL095W,5596
YIL094C,7489
YIL093C,4090
YIL092W,2698
YIL091C,8396
YIL090W,9791
YIL089W,334
YIL088C,7567
YIL087C,1626
YIL086C,271
YIL085C,7089
YIL084C,3336
YIL083C,3252
YIL082W-A,6905
YIL082W,18
YIL079C,5602
YIL078W,13136
YIL077C,4175
YIL076W,5514
YIL075C,16746
YIL074C,5730
YIL073C,2118
YIL072W,379
YIL071W-A,74
YIL071C,3050
YIL070C,4366
YIL069C,9800
YIL068W-A,3
YIL068C,4633
YIL067C,5951
YIL066W-A,28
YIL066C,852
YIL065C,1643
YIL064W,1961
YIL063C,2615
YIL062C,3655
YIL061C,2187
YIL060W,22
YIL059C,1869
YIL058W,24
YIL057C,42
YIL056W,9327
YIL055C,2765
YIL054W,11
YIL053W,11395
YIL052C,5947
YIL051C,6471
YIL050W,3846
YIL049W,3099
YIL047C-A,3474
YIL047C,20505
YIL046W-A,123
YIL046W,5770
YIL045W,2639
YIL044C,3083
YIL043C,6122
YIL042C,4199
YIL041W,4986
YIL040W,2769
YIL039W,5036
YIL038C,7253
YIL037C,94
YIL036W,8545
YIL035C,4730
YIL034C,7822
YIL033C,8380
YIL032C,12
YIL031W,7441
YIL030W-A,905
YIL030C,18044
YIL029W-A,0
YIL029C,978
YIL028W,735
YIL027C,1682
YIL026C,6548
YIL025C,6
YIL024C,1555
YIL023C,6792
YIL022W,8235
YIL021W,4903
YIL021C-A,0
YIL020C-A,39
YIL020C,1441
YIL019W,1937
YIL018W,18164
YIL017C,7085
YIL016W,1492
YIL015W,10272
YIL014C-A,666
YIL014W,4420
YIL013C,3057
YIL012W,150
YIL011W,414
YIL010W,1674
YIL009C-A,2860
YIL009W,10511
YIL008W,1354
YIL007C,1717
YIL006W,6107
YIL005W,5406
YIL004C,1442
YIL003W,2319
YIL002W-A,853
YIL002C,5640
YIL001W,3811
YIR001C,3693
YIR002C,5046
YIR003W,4318
YIR004W,3974
YIR005W,980
YIR006C,15801
YIR007W,4298
YIR008C,3793
YIR009W,2091
YIR010W,6891
YIR011C,5863
YIR012W,9459
YIR013C,163
YIR014W,695
YIR015W,1828
YIR016W,1921
YIR017C,786
YIR017W-A,17
YIR018W,2555
YIR018C-A,236
YIR020C,1185
YIR020W-A,0
YIR020C-B,39
YIR021W,3308
YIR021W-A,146
YIR022W,3012
YIR023W,9837
YIR023C-A,70
YIR024C,1202
YIR025W,1258
YIR026C,3349
YIR027C,302
YIR028W,333
YIR029W,1926
YIR030C,336
YIR030W-A,50
YIR031C,8280
YIR032C,1416
YIR033W,9825
YIR034C,6901
YIR035C,4658
YIR036C,2123
YIR036W-A,26
YIR037W,2553
YIR038C,2151
YIR039C,3679
YIR040C,0
YIR041W,23
YIR042C,3109
YFL068W,0
YFL067W,1
YFL066C,2477
YFL065C,454
YFL064C,159
YFL063W,6
YFL062W,2223
YFL061W,716
YFL060C,2104
YFL059W,1243
YFL058W,59
YFL057C,2832
YFL056C,3425
YFL055W,2192
YFL054C,2640
YFL053W,79
YFL052W,940
YFL051C,21
YFL050C,8308
YFL049W,4950
YFL048C,4762
YFL047W,5085
YFL046W,1731
YFL045C,10024
YFL044C,3513
YFL042C,3932
YFL041W-A,320
YFL041W,6101
YFL040W,39
YFL039C,20534
YFL038C,5673
YFL037W,11793
YFL036W,11905
YFL034C-B,3725
YFL034C-A,8237
YFL034W,5281
YFL033C,8321
YFL032W,2096
YFL031W,22260
YFL031C-A,1
YFL030W,1389
YFL029C,1831
YFL028C,2803
YFL027C,4151
YFL026W,21642
YFL025C,10548
YFL024C,5808
YFL023W,2361
YFL022C,10976
YFL021C-A,73
YFL021W,19426
YFL020C,279
YFL019C,144
YFL018C,6154
YFL017W-A,867
YFL017C,1503
YFL016C,6781
YFL015W-A,15
YFL015C,7
YFL014W,2058
YFL013W-A,7
YFL013C,5449
YFL012W-A,4
YFL012W,20
YFL011W,103
YFL010W-A,25
YFL010C,6972
YFL009W,8145
YFL008W,7348
YFL007W,17202
YFL005W,5678
YFL004W,8533
YFL003C,489
YFL002W-A,1721
YFL002W-B,447
YFL002C,5191
YFL001W,3902
YFR001W,2253
YFR002W,9313
YFR003C,1915
YFR004W,3962
YFR005C,6306
YFR006W,6636
YFR007W,1655
YFR008W,1198
YFR009W,11711
YFR009W-A,1416
YFR010W,7142
YFR010W-A,1
YFR011C,1180
YFR012W,98
YFR012W-A,60
YFR013W,6048
YFR014C,3660
YFR015C,5047
YFR016C,4040
YFR017C,2432
YFR018C,2259
YFR019W,11619
YFR020W,4254
YFR021W,6217
YFR022W,5450
YFR023W,185
YFR024C-A,6828
YFR025C,2902
YFR026C,1300
YFR027W,1239
YFR028C,9063
YFR029W,5777
YFR030W,13486
YFR031C,5557
YFR031C-A,17731
YFR032C,143
YFR032C-A,3028
YFR032C-B,836
YFR033C,8382
YFR034C,4710
YFR034W-A,435
YFR035C,56
YFR036W,1356
YFR036W-A,51
YFR037C,6318
YFR038W,4880
YFR039C,4462
YFR040W,13960
YFR041C,2449
YFR042W,3242
YFR043C,1816
YFR044C,9865
YFR045W,2480
YFR046C,2613
YFR047C,2790
YFR048W,5266
YFR049W,1471
YFR050C,7784
YFR051C,8702
YFR052W,3764
YFR052C-A,1910
YFR053C,13598
YFR054C,203
YFR056C,2
YFR055W,12532
YFR057W,0
YKL023C-A,2771
YKR046C,7781
YKR103W,5485
YKL225W,1
YKL224C,7
YKL223W,0
YKL222C,6540
YKL221W,411
YKL220C,4086
YKL219W,2462
YKL218C,2449
YKL217W,2157
YKL216W,7629
YKL215C,6446
YKL214C,1439
YKL213C,6909
YKL212W,11093
YKL211C,8239
YKL210W,14696
YKL209C,19982
YKL208W,1692
YKL207W,6163
YKL206C,2601
YKL205W,10705
YKL204W,7337
YKL203C,12784
YKL202W,314
YKL201C,2287
YKL198C,4981
YKL197C,5921
YKL196C,5767
YKL195W,5440
YKL194C,3212
YKL193C,1671
YKL192C,5370
YKL191W,8815
YKL190W,2879
YKL189W,2505
YKL188C,3471
YKL187C,5180
YKL186C,4998
YKL185W,18492
YKL184W,12745
YKL183C-A,12
YKL183W,2977
YKL182W,74901
YKL181W,14041
YKL180W,11548
YKL179C,5775
YKL178C,155
YKL177W,36
YKL176C,13402
YKL175W,9708
YKL174C,6042
YKL173W,5999
YKL172W,7448
YKL171W,6919
YKL170W,3101
YKL169C,119
YKL168C,4595
YKL167C,2172
YKL166C,3984
YKL165C-A,254
YKL165C,11787
YKL164C,30817
YKL163W,2735
YKL162C-A,177
YKL162C,1265
YKL161C,6440
YKL160W,2697
YKL159C,1181
YKL157W,11829
YKL156W,8648
YKL156C-A,1
YKL155C,4960
YKL154W,2491
YKL153W,35
YKL152C,19700
YKL151C,1434
YKL150W,7241
YKL149C,2007
YKL148C,11182
YKL147C,10
YKL146W,10854
YKL145W,8196
YKL145W-A,684
YKL144C,2523
YKL143W,3749
YKL142W,3889
YKL141W,5710
YKL140W,4610
YKL139W,4815
YKL138C-A,1455
YKL138C,1723
YKL137W,1419
YKL136W,172
YKL135C,8260
YKL134C,4260
YKL133C,1347
YKL132C,2016
YKL131W,32
YKL130C,3124
YKL129C,7119
YKL128C,4143
YKL127W,6914
YKL126W,9274
YKL125W,6446
YKL124W,4493
YKL123W,1497
YKL122C,3781
YKL121W,4130
YKL120W,10515
YKL119C,1362
YKL118W,16
YKL117W,3982
YKL116C,7876
YKL115C,1098
YKL114C,2885
YKL113C,3802
YKL112W,10584
YKL111C,9
YKL110C,4585
YKL109W,10641
YKL108W,2967
YKL107W,138
YKL106C-A,86
YKL106W,8960
YKL105C,5214
YKL104C,19483
YKL103C,3506
YKL102C,53
YKL101W,12543
YKL100C,8262
YKL100W-A,3
YKL099C,3822
YKL098W,4321
YKL097C,31
YKL096C-B,4
YKL096W-A,12340
YKL096W,10920
YKL095W,2490
YKL094W,5258
YKL093W,638
YKL092C,5200
YKL091C,2686
YKL090W,1990
YKL089W,2945
YKL088W,3421
YKL087C,4646
YKL086W,181
YKL085W,4068
YKL084W,1043
YKL083W,32
YKL082C,2008
YKL081W,26516
YKL080W,8073
YKL079W,5553
YKL078W,3468
YKL077W,6707
YKL076C,1156
YKL075C,3604
YKL074C,4758
YKL073W,7328
YKL072W,2907
YKL071W,498
YKL070W,97
YKL069W,1621
YKL068W-A,3182
YKL068W,11730
YKL067W,5304
YKL066W,2490
YKL065W-A,181
YKL065C,4190
YKL064W,10124
YKL063C,2950
YKL062W,11483
YKL061W,1132
YKL060C,35713
YKL059C,3839
YKL058W,3035
YKL057C,16064
YKL056C,11615
YKL055C,2147
YKL054C,20898
YKL053C-A,885
YKL053W,54
YKL052C,2485
YKL051W,6475
YKL050C,2782
YKL049C,2090
YKL048C,4810
YKL047W,2588
YKL046C,4356
YKL045W,4222
YKL044W,1372
YKL043W,9364
YKL042W,3050
YKL041W,312
YKL040C,3582
YKL039W,12169
YKL038W,8259
YKL037W,86
YKL036C,75
YKL035W,14126
YKL034W,6932
YKL033W-A,5460
YKL033W,5857
YKL032C,7799
YKL031W,253
YKL030W,13
YKL029C,18808
YKL028W,5940
YKL027W,4624
YKL026C,653
YKL025C,5431
YKL024C,3720
YKL023W,2058
YKL022C,5517
YKL021C,3406
YKL020C,11968
YKL019W,5354
YKL018C-A,135
YKL018W,5614
YKL017C,3627
YKL016C,5674
YKL015W,7828
YKL014C,15922
YKL013C,4686
YKL012W,4502
YKL011C,1787
YKL010C,13209
YKL009W,6767
YKL008C,5349
YKL007W,4442
YKL006C-A,1430
YKL006W,6166
YKL005C,4200
YKL004W,8326
YKL003C,2782
YKL002W,2623
YKL001C,2455
YKR001C,8660
YKR002W,5165
YKR003W,4195
YKR004C,2259
YKR005C,1173
YKR006C,4835
YKR007W,2253
YKR008W,5737
YKR009C,2387
YKR010C,2731
YKR011C,1899
YKR012C,78
YKR013W,19744
YKR014C,3761
YKR015C,170
YKR016W,5485
YKR017C,3313
YKR018C,6245
YKR019C,2646
YKR020W,1370
YKR021W,8029
YKR022C,2437
YKR023W,2256
YKR024C,5371
YKR025W,1234
YKR026C,6180
YKR027W,6251
YKR028W,12869
YKR029C,5012
YKR030W,3378
YKR031C,8984
YKR032W,3
YKR033C,30
YKR034W,469
YKR035C,58
YKR035W-A,3219
YKR036C,3648
YKR037C,3005
YKR038C,6574
YKR039W,14580
YKR040C,4749
YKR041W,494
YKR042W,16065
YKR043C,6606
YKR044W,3605
YKR045C,2943
YKR047W,71
YKR048C,8222
YKR049C,1319
YKR050W,5669
YKR051W,4884
YKR052C,4131
YKR053C,666
YKR054C,13689
YKR055W,1270
YKR056W,5174
YKR057W,3957
YKR058W,3420
YKR059W,19691
YKR060W,2462
YKR061W,4611
YKR062W,3029
YKR063C,2967
YKR064W,4529
YKR065C,3654
YKR066C,4672
YKR067W,5792
YKR068C,4551
YKR069W,3433
YKR070W,2864
YKR071C,7309
YKR072C,8650
YKR073C,417
YKR074W,1752
YKR075C,4660
YKR075W-A,28
YKR076W,965
YKR077W,5264
YKR078W,2733
YKR079C,7823
YKR080W,3401
YKR081C,4862
YKR082W,11372
YKR083C,1355
YKR084C,4278
YKR085C,2385
YKR086W,6709
YKR087C,4259
YKR088C,3879
YKR089C,6249
YKR090W,5258
YKR091W,6333
YKR092C,7455
YKR093W,26817
YKR094C,8319
YKR095W,13779
YKR095W-A,1227
YKR096W,8905
YKR097W,1128
YKR098C,2200
YKR099W,7093
YKR100C,4855
YKR101W,3279
YKR102W,4825
YKR104W,1341
YKR105C,29
YKR106W,588
YOL100W,6741
YOL034W,4338
YOR033C,5968
YOR108W,14030
YOR172W,4822
YOR239W,7147
YOR321W,4591
YOL166W-A,2
YOL166C,19
YOL165C,772
YOL164W-A,31
YOL164W,5755
YOL163W,1127
YOL162W,571
YOL161C,13
YOL160W,100
YOL159C-A,1021
YOL159C,1843
YOL158C,11946
YOL157C,1240
YOL156W,218
YOL155W-A,9
YOL155C,2696
YOL154W,674
YOL152W,8131
YOL151W,2158
YOL150C,216
YOL149W,2303
YOL148C,4978
YOL147C,2521
YOL146W,2055
YOL145C,10740
YOL144W,2790
YOL143C,2312
YOL142W,4969
YOL141W,3379
YOL140W,5850
YOL139C,9171
YOL138C,6154
YOL137W,5627
YOL136C,15623
YOL135C,2706
YOL134C,3
YOL133W,2430
YOL132W,291
YOL131W,27
YOL130W,11935
YOL129W,3962
YOL128C,3527
YOL127W,10220
YOL126C,7145
YOL125W,3827
YOL124C,3444
YOL123W,11563
YOL122C,4531
YOL121C,6857
YOL120C,14871
YOL119C,3272
YOL118C,114
YOL117W,2270
YOL116W,2939
YOL115W,2659
YOL114C,199
YOL113W,5153
YOL112W,4116
YOL111C,2913
YOL110W,1239
YOL109W,6989
YOL108C,1501
YOL107W,2850
YOL106W,313
YOL105C,10446
YOL104C,4448
YOL103W-B,4238
YOL103W-A,1955
YOL103W,7799
YOL102C,1775
YOL101C,2776
YOL099C,21
YOL098C,11732
YOL097W-A,175
YOL097C,7438
YOL096C,1806
YOL095C,2473
YOL094C,2760
YOL093W,3084
YOL092W,4567
YOL091W,1014
YOL090W,5945
YOL089C,5685
YOL088C,3679
YOL087C,7398
YOL086W-A,1333
YOL086C,26737
YOL085W-A,244
YOL085C,22
YOL084W,2147
YOL083W,1082
YOL083C-A,18
YOL082W,3457
YOL081W,31758
YOL080C,2359
YOL079W,4
YOL078W,4540
YOL077W-A,1680
YOL077C,6789
YOL076W,8654
YOL075C,5227
YOL073C,4419
YOL072W,3994
YOL071W,1958
YOL070C,5414
YOL069W,3435
YOL068C,8553
YOL067C,3118
YOL066C,3609
YOL065C,1488
YOL064C,3902
YOL063C,8777
YOL062C,6822
YOL061W,11024
YOL060C,9900
YOL059W,10639
YOL058W,3863
YOL057W,7030
YOL056W,2194
YOL055C,2970
YOL054W,2673
YOL053W,2788
YOL052C-A,554
YOL052C,8721
YOL051W,10820
YOL050C,3
YOL049W,5723
YOL048C,2802
YOL047C,165
YOL046C,12
YOL045W,7610
YOL044W,1477
YOL043C,1545
YOL042W,4207
YOL041C,6151
YOL040C,12687
YOL039W,8783
YOL038C-A,400
YOL038W,7280
YOL037C,9
YOL036W,10144
YOL035C,5
YOL033W,2802
YOL032W,2209
YOL031C,4935
YOL030W,11352
YOL029C,2049
YOL028C,3540
YOL027C,9639
YOL026C,2131
YOL025W,4036
YOL024W,133
YOL023W,3579
YOL022C,5509
YOL021C,10931
YOL020W,15303
YOL019W-A,17
YOL019W,13834
YOL018C,2829
YOL017W,2704
YOL016C,4352
YOL015W,1330
YOL014W,1947
YOL013W-B,13
YOL013W-A,147
YOL013C,5875
YOL012C,2983
YOL011W,13745
YOL010W,6391
YOL009C,2500
YOL008W,1646
YOL007C,8787
YOL006C,7897
YOL005C,2476
YOL004W,15773
YOL003C,3673
YOL002C,3674
YOL001W,4698
YOR001W,7674
YOR002W,9563
YOR003W,1535
YOR004W,3201
YOR005C,3342
YOR006C,2171
YOR007C,8851
YOR008C,8731
YOR008C-A,5
YOR008W-B,604
YOR009W,2599
YOR010C,693
YOR011W,4299
YOR011W-A,3
YOR012W,375
YOR013W,486
YOR014W,12763
YOR015W,1034
YOR016C,3670
YOR017W,4948
YOR018W,5528
YOR019W,1471
YOR020C,5592
YOR020W-A,1427
YOR021C,3066
YOR022C,2623
YOR023C,9835
YOR024W,73
YOR025W,8407
YOR026W,3661
