Geneid,WT_1
YMR112C,630
YMR113W,815
YMR114C,430
YMR115W,1107
YMR116C,22338
YMR117C,431
YMR118C,39
YMR119W,2457
YMR119W-A,265
YMR120C,665
YMR121C,770
YMR122C,18
YMR122W-A,5490
YMR123W,1970
YMR124W,2359
YMR125W,4863
YMR126C,550
YMR127C,538
YMR129W,6616
YMR130W,1403
YMR131C,5523
YMR132C,643
YMR133W,6
YMR134W,989
YMR135C,513
YMR135W-A,22
YMR136W,2323
YMR137C,379
YMR138W,433
YMR139W,956
YMR140W,941
YMR141C,8
YMR142C,10386
YMR141W-A,0
YMR143W,9012
YMR144W,640
YMR145C,11426
YMR146C,5678
YMR147W,469
YMR148W,1201
YMR149W,3905
YMR150C,704
YMR151W,51
YMR152W,1249
YMR153W,1176
YMR153C-A,118
YMR154C,547
YMR155W,1472
YMR156C,235
YMR157C,690
YMR158W,1134
YMR158C-A,37
YMR158W-B,2
YMR159C,125
YMR160W,884
YMR161W,1253
YMR162C,3191
YMR163C,407
YMR164C,1088
YMR165C,1539
YMR166C,1145
YMR167W,807
YMR168C,833
YMR169C,421
YMR170C,657
YMR171C,2372
YMR172W,966
YMR172C-A,1
YMR173W,3106
YMR173W-A,2764
YMR174C,158
YMR175W,27
YMR175W-A,11
YMR176W,1943
YMR177W,1257
YMR178W,958
YMR179W,1193
YMR180C,482
YMR181C,1772
YMR182C,1469
YMR182W-A,21
YMR183C,2840
YMR184W,735
YMR185W,1156
YMR186W,26183
YMR187C,601
YMR188C,1486
YMR189W,2458
YMR190C,1920
YMR191W,2121
YMR192W,1065
YMR193W,982
YMR193C-A,0
YMR194W,3035
YMR194C-B,88
YMR194C-A,137
YMR195W,1605
YMR197C,969
YMR198W,572
YMR199W,2865
YMR200W,3089
YMR201C,472
YMR202W,8385
YMR203W,8289
YMR204C,312
YMR205C,33122
YMR206W,22
YMR207C,1978
YMR208W,2990
YMR209C,1389
YMR210W,908
YMR211W,771
YMR212C,3860
YMR213W,657
YMR214W,1471
YMR215W,7354
YMR216C,3839
YMR217W,11492
YMR218C,1984
YMR219W,1949
YMR220W,2818
YMR221C,4124
YMR222C,1171
YMR223W,1266
YMR224C,562
YMR225C,756
YMR226C,4814
YMR227C,380
YMR228W,699
YMR229C,13917
YMR230W,5371
YMR230W-A,15
YMR231W,1469
YMR232W,156
YMR233W,460
YMR234W,797
YMR235C,3856
YMR236W,1320
YMR237W,2991
YMR238W,2711
YMR239C,1125
YMR240C,450
YMR241W,4953
YMR242C,11334
YMR242W-A,3
YMR243C,8389
YMR244W,62
YMR244C-A,536
YMR245W,39
YMR246W,11077
YMR247C,3312
YMR247W-A,0
YMR250W,867
YMR251W,43
YMR251W-A,2639
YMR252C,511
YMR253C,604
YMR254C,9
YMR255W,985
YMR256C,909
YMR257C,1292
YMR258C,1210
YMR260C,3988
YMR261C,4076
YMR262W,490
YMR263W,713
YMR264W,1733
YMR265C,1072
YMR266W,9052
YMR267W,1205
YMR268C,703
YMR269W,52
YMR270C,1100
YMR271C,190
YMR272C,5164
YMR272W-A,0
YMR272W-B,0
YMR273C,2006
YMR274C,906
YMR275C,2352
YMR276W,5128
YMR277W,2964
YMR278W,1165
YMR279C,64
YMR280C,278
YMR281W,896
YMR282C,1019
YMR283C,565
YMR284W,1043
YMR285C,1012
YMR286W,759
YMR287C,1407
YMR288W,1323
YMR289W,1386
YMR290C,4968
YMR290W-A,348
YMR291W,1510
YMR292W,949
YMR293C,210
YMR294W,517
YMR294W-A,18
YMR295C,3435
YMR296C,8447
YMR297W,14705
YMR298W,1106
YMR299C,686
YMR300C,2012
YMR301C,2102
YMR302C,1766
YMR303C,2428
YMR304W,3149
YMR304C-A,1712
YMR305C,14126
YMR306W,561
YMR306C-A,61
YMR307W,28211
YMR307C-A,0
YMR308C,9513
YMR309C,10163
YMR310C,3174
YMR311C,1665
YMR312W,1569
YMR313C,1954
YMR314W,2852
YMR315W,2473
YMR315W-A,11
YMR316W,1414
YMR316C-A,18
YMR316C-B,100
YMR317W,114
YMR318C,5853
YMR319C,5149
YMR320W,48
YMR321C,293
YMR322C,4
YMR323W,16
YMR324C,0
YMR325W,2
YMR326C,4
ERCC-00002,56167
ERCC-00003,17455
ERCC-00004,18307
ERCC-00009,9720
ERCC-00012,13
ERCC-00013,40
ERCC-00014,417
ERCC-00016,12
ERCC-00017,12
ERCC-00019,1142
ERCC-00022,5292
ERCC-00024,9
ERCC-00025,4497
ERCC-00028,234
ERCC-00031,150
ERCC-00033,245
ERCC-00034,987
ERCC-00035,4701
ERCC-00039,199
ERCC-00040,41
ERCC-00041,17
ERCC-00042,11960
ERCC-00043,11376
ERCC-00044,5353
ERCC-00046,10438
ERCC-00048,6
ERCC-00051,289
ERCC-00053,951
ERCC-00054,212
ERCC-00057,2
ERCC-00058,156
ERCC-00059,222
ERCC-00060,5282
ERCC-00061,5
ERCC-00062,2225
ERCC-00067,85
ERCC-00069,167
ERCC-00071,2160
ERCC-00073,15
ERCC-00074,27362
ERCC-00075,2
ERCC-00076,3760
ERCC-00077,42
ERCC-00078,1715
ERCC-00079,2102
ERCC-00081,13
ERCC-00083,9
ERCC-00084,1334
ERCC-00085,291
ERCC-00086,24
ERCC-00092,8821
ERCC-00095,2795
ERCC-00096,65962
ERCC-00097,17
ERCC-00098,2
ERCC-00099,1130
ERCC-00104,39
ERCC-00108,10218
ERCC-00109,20
ERCC-00111,14369
ERCC-00112,4420
ERCC-00113,27608
ERCC-00116,13455
ERCC-00117,9
ERCC-00120,29
ERCC-00123,25
ERCC-00126,373
ERCC-00130,73968
ERCC-00131,3996
ERCC-00134,10
ERCC-00136,17992
ERCC-00137,15
ERCC-00138,28
ERCC-00142,1
ERCC-00143,98
ERCC-00144,802
ERCC-00145,15630
ERCC-00147,76
ERCC-00148,334
ERCC-00150,196
ERCC-00154,292
ERCC-00156,3
ERCC-00157,682
ERCC-00158,69
ERCC-00160,634
ERCC-00162,1600
ERCC-00163,347
ERCC-00164,63
ERCC-00165,1308
ERCC-00168,49
ERCC-00170,877
ERCC-00171,18969
