set	n_members	p_value	p.adjust	s.PC1	s.PC2
PDC2_activated	7	0.021211564810739627	0.03517131259216656	-0.22582643987979023	0.605911330049262
MBP1_activated	17	0.02147230165301309	0.035301919666818136	0.2830203152767275	0.13098175588426983
YRR1_activated	6	0.02214550429668804	0.03610275490384437	0.5763226366001769	0.046762069962417475
MSN2_37_repressed	13	0.0235996487031011	0.03815276540334678	0.3913304936106261	-0.3387789192349439
SWI5_activated	68	0.02601002978684258	0.041702031228491414	0.1809308338720066	-0.01766645119586369
MIG2_activated	11	0.02835272646842803	0.045085483072746214	-0.327071452532704	0.4341022554610574
PHO4_activated	23	0.028629511956380308	0.045155490402746176	0.3212660263992093	-0.14409802715617107
MIG1_activated	19	0.031647576785638294	0.049513144325917975	-0.2725420858081277	-0.0903514493997561
OPI1_repressed	32	0.03235518239813713	0.05021524308190883	-0.2609708896641994	0.04749509376362834
PPR1_repressed	9	0.0346987434413831	0.0534250494256216	-0.459704442998	0.005134881029869302
RTG3_repressed	55	0.042933640926725636	0.06558367196680924	-0.18469906162214053	0.012435997051382106
HAP3_repressed	13	0.050789034121331574	0.07697712984014317	-0.15349536457028023	0.39146412762047966
GZF3_activated	25	0.061036116495762266	0.09179074883858822	0.2272066187676921	0.0490920966688449
CHA4_repressed	12	0.0616481964091221	0.09199807771822836	0.13106093501230057	0.2879939209726454
CHA4_activated	17	0.06336896436551549	0.09384411516725195	0.22456754925399514	0.13110960532876526
RTG1_repressed	13	0.06692846716034888	0.0983645653720279	0.3405495698655351	0.002956652468054347
COM2_repressed	13	0.07800711547714305	0.11378481505688536	-0.3612294328906723	0.12012027060886993
NDD1_repressed	55	0.0835127514681223	0.12027586666568708	-0.06115195345964628	0.17427529735222005
TEC1_repressed	32	0.08369712371065853	0.12027586666568708	-0.19288323157435192	-0.03442542520715344
VHR1_activated	43	0.1011582615637359	0.1442992848776821	0.17149320116914799	-0.1422442495869879
MIG2_repressed	14	0.1118076700056152	0.15832618964298795	-0.028670721112073045	0.3067829216830078
ARG80_repressed	13	0.11430619922100614	0.16069132354257384	-0.3304602021214363	0.1767476822851421
SUT2_repressed	5	0.11562658785218766	0.16137811541960004	0.4687188380663368	0.05189681335356636
STE12_activated	17	0.11689933093065528	0.16198907286105088	0.2727923597171947	-0.017170180395566788
MCM1_repressed	33	0.1276438492511243	0.17562345216112135	-0.20397871848253482	0.06613793331350656
CST6_activated	13	0.12894833071212908	0.17616884618417633	-0.3205712853921355	0.17501044015701883
FHL1_activated	113	0.13124695639259168	0.17681881625113047	0.029475607240727446	-0.10970504748902303
DAL81_repressed	8	0.1312177794244015	0.17681881625113047	-0.1360629067245084	0.41062906724512
YRM1_activated	6	0.14502831978266909	0.19403788991612278	-0.12980630239953675	0.4597427002023702
PDR1_repressed	15	0.157673181554937	0.20951093987436836	-0.2845245854153088	0.14858425664421943
BAS1_activated	11	0.2018067659739108	0.2663300176798551	-0.2930915405410711	0.019673619196083927
PIP2_repressed	6	0.21633828887255813	0.2835785678464613	-0.3432350390286226	0.34749927724775853
PHO2_repressed	14	0.23236673136665822	0.3025446032559174	-0.08076827603325953	0.26272185677051046
SFL1_repressed	39	0.270944491381497	0.3504215421867361	-0.15006635644329477	0.05939601637352183
MSN2_30_repressed	8	0.29939724451145083	0.3846560624849103	-0.2827548806941406	0.24522776572667934
SKN7_repressed	7	0.31587980635430557	0.40316238442589003	0.3315363881401603	-0.1264987452365465
YNR063W_activated	19	0.33361328716955235	0.42301292621498793	-0.19545438939815052	0.09854545038395225
SWI6_activated	55	0.35167285802836684	0.44301645751625435	0.09938836092682667	0.009965533042456193
PHO2_activated	22	0.354664373365943	0.4439025060193093	0.17353034259039904	-0.034417279848090454
HAP2_activated	34	0.3715694247250651	0.45913674138001676	0.0966661533723393	0.05394723334360024
STP2_activated	6	0.3701238664444531	0.45913674138001676	-0.08369470945359765	0.3284908933217699
IXR1_repressed	83	0.39566016622975486	0.4858105838517244	-0.06813140101751924	0.07700482193382037
AZF1_repressed	41	0.4090987108504095	0.49915188619483924	-0.09154467992134692	0.10932179455069595
YKL222C_activated	26	0.4187423940970978	0.507725152842731	-0.10710935406057137	0.1389205306888241
MSS11_activated	7	0.4473025854069355	0.5389857240307173	-0.27415806921336905	0.07296217120550148
UPC2_activated	5	0.46575721991115904	0.5577586460664498	0.3190548450032553	-0.14199002818122627
STP4_repressed	6	0.4704713686648829	0.5599475185336643	-0.1960826828563198	0.27392309916160795
TEC1_activated	20	0.49423168577284643	0.5846399209751963	0.1431056981296213	-0.00604610700304474
