set	n_members	p_value	p.adjust	s.PC1	s.PC2
hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)	12	0.06437106800119467	0.1654844892728179	-0.1003763207410627	0.3863800839484739
replication-born double-strand break repair via sister chromatid exchange (GO:1990414)	11	0.0668613900532622	0.17163080035993647	-0.05006215837559042	-0.3486196894054513
multivesicular body (GO:0005771)	9	0.06727688295717385	0.17244074754996272	-0.4179986017694886	0.3139509655022779
Rpd3L-Expanded complex (GO:0070210)	22	0.06764684876731578	0.17313177169676514	-0.1947741118759404	-0.11442756547195207
protein localization to vacuole (GO:0072665)	8	0.06821415449367442	0.17432506148383461	-0.47337310195227894	0.1812906724511922
fatty acid metabolic process (GO:0006631)	30	0.06879506971707468	0.1755495492040737	-0.22526881720430258	0.17772449869224086
protein targeting to mitochondrion (GO:0006626)	11	0.06891148409124419	0.1755868686224464	-0.1247706059948297	-0.3013398583183703
sterol transport (GO:0015918)	12	0.0690340714365853	0.1756397835222856	-0.34798813142278257	0.29211897524967506
peroxisomal importomer complex (GO:1990429)	11	0.06953700015172411	0.17665880009090437	-0.3980701304339252	0.10507725398109598
mitotic spindle elongation (GO:0000022)	11	0.07049086422308103	0.17777301284329647	0.08613374903802365	-0.3937683761864366
positive regulation of cellular response to amino acid starvation (GO:1903833)	6	0.07026058241575477	0.17777301284329647	0.5127927146574147	-0.04004047412547168
nucleobase transmembrane transporter activity (GO:0015205)	7	0.07037098282352404	0.17777301284329647	0.5030517086470271	-0.21058338755150857
transmembrane transporter activity (GO:0022857)	81	0.07045434280350472	0.17777301284329647	-0.06332840812305968	0.14902706688762124
U1 snRNP (GO:0005685)	19	0.0704254950893662	0.17777301284329647	0.15743697142399382	-0.3032123688215985
chaperone-mediated protein complex assembly (GO:0051131)	9	0.07087123648275823	0.178471361945632	0.1265880764687434	-0.43993635640413525
kinetochore binding (GO:0043515)	5	0.07154810094006246	0.17982412527458205	0.19471060047691047	0.4356817689139386
Golgi apparatus (GO:0005794)	169	0.07161691250065963	0.17982412527458205	-0.04185635758850301	0.10390341024710031
ERAD pathway (GO:0036503)	53	0.07190007479441304	0.1802727165993641	-0.1655376221868577	0.13782057905722245
endoplasmic reticulum unfolded protein response (GO:0030968)	16	0.07207431224459213	0.18037094703012124	-0.3034821816601433	-0.0010321599304651467
RNA polymerase III type 1 promoter sequence-specific DNA binding (GO:0001002)	7	0.0721483788120485	0.18037094703012124	-0.056541809957559	-0.43334262787743466
cell wall mannoprotein biosynthetic process (GO:0000032)	19	0.0724862568475978	0.18047923568729712	0.2794772318925131	-0.002048500246047266
mitochondrion organization (GO:0007005)	47	0.07244407339602842	0.18047923568729712	-0.18285956329682287	0.013940801631004168
telomere maintenance via telomere lengthening (GO:0010833)	5	0.07250557120654892	0.18047923568729712	0.019986993279857788	-0.5500541946672457
protein import into peroxisome matrix (GO:0016558)	15	0.07307073749098887	0.18139873560520994	-0.31919762473749497	0.23919183141429468
vacuolar proton-transporting V-type ATPase complex (GO:0016471)	5	0.07308528767862081	0.18139873560520994	-0.10531107738998417	0.5750270973336242
positive regulation of Arp2/3 complex-mediated actin nucleation (GO:2000601)	8	0.07325964112247789	0.18157023123027924	-0.4642624728850292	0.13850325379609685
nuclear pore cytoplasmic filaments (GO:0044614)	11	0.07339941148050161	0.18165564534270487	0.39826745861041396	-0.16695937012846113
actin filament (GO:0005884)	10	0.07364938218517883	0.18201315797913106	-0.3312934027777818	0.36540798611110964
N-terminal protein amino acid acetylation (GO:0006474)	6	0.07383367935551365	0.18212590386853283	0.456562590344026	0.07885226944203726
5'-3' RNA exonuclease activity (GO:0004534)	5	0.07401281279918558	0.18212590386853283	0.5319314979406055	-0.4458270106221539
DNA-directed DNA polymerase activity (GO:0003887)	14	0.07415401233481145	0.18212590386853283	0.28766910760828923	-0.30188035248851897
DASH complex (GO:0042729)	10	0.07422290459106005	0.18212590386853283	-0.1280381944444452	-0.3122829861111096
cortical endoplasmic reticulum (GO:0032541)	29	0.07395328761121726	0.18212590386853283	-0.16332158610170064	-0.10254656938255566
protein deneddylation (GO:0000338)	5	0.07436430747407854	0.18221367953520665	-0.5123347062649058	-0.061174940385865045
aldehyde dehydrogenase (NAD+) activity (GO:0004029)	9	0.07488138902113378	0.18322041994532734	-0.4301005279525537	0.09336804802198487
regulation of transcription-coupled nucleotide-excision repair (GO:0090262)	7	0.07536488621426704	0.18388179451147194	0.3661120922018775	-0.4540384794125846
ribosome-associated ubiquitin-dependent protein catabolic process (GO:1990116)	9	0.07531564051246188	0.18388179451147194	-0.16612424965647418	0.4380077625901001
nucleosome binding (GO:0031491)	20	0.0756488938891418	0.18431404231464632	0.21472379295345534	-0.2699869508481962
positive regulation of translation (GO:0045727)	13	0.07600018645949985	0.1849087752364418	0.27951223586402824	-0.32564937776664266
ascospore wall assembly (GO:0030476)	21	0.07644635655264047	0.18573234514549974	-0.25582937112195575	0.22031967017827253
SWI/SNF complex (GO:0016514)	15	0.07673953567990927	0.1861824177888094	0.19536534144398982	-0.3313636034470275
peptidyl-prolyl cis-trans isomerase activity (GO:0003755)	16	0.07706271806090813	0.18670391665037434	-0.09827249022164548	0.32551064754454623
protein binding (GO:0005515)	95	0.07757568346608641	0.18768310515988648	-4.2589338701755824e-4	0.12420028625621247
SRP-dependent cotranslational protein targeting to membrane, translocation (GO:0006616)	13	0.07775953944700724	0.18786443353793764	0.15015451432389645	-0.36239873047690535
'de novo' IMP biosynthetic process (GO:0006189)	9	0.07886930782171643	0.18948406127083683	-0.22673031026253196	0.43010052795255477
import into nucleus (GO:0051170)	10	0.07866417535865249	0.18948406127083683	0.409722222222218	-0.2051649305555544
protein localization to endosome (GO:0036010)	6	0.07872346700140263	0.18948406127083683	-0.41984677652500874	0.46718704827985047
protein quality control for misfolded or incompletely synthesized proteins (GO:0006515)	14	0.0787890234226266	0.18948406127083683	-0.32059079061685003	0.0033511232468663916
pseudohyphal growth (GO:0007124)	45	0.08055957959040101	0.1932757646640358	-0.09973030104235475	-0.11270500765362014
early endosome membrane (GO:0031901)	6	0.08081644715837007	0.19362273798359497	-0.5290546400693884	0.21321191095692354
termination of RNA polymerase II transcription, poly(A)-coupled (GO:0030846)	6	0.0816980672249366	0.1954634756768594	0.4981931193986682	-0.03938999710899044
regulation of glycogen biosynthetic process (GO:0005979)	6	0.08217994979561424	0.19634406287733322	-0.5039751373229269	0.05962705984388519
attachment of spindle microtubules to kinetochore (GO:0008608)	14	0.08359066130023457	0.19943829978271732	-0.12017500310289148	-0.24757974432170593
potassium ion transmembrane transport (GO:0071805)	11	0.0838318192503413	0.19973741465032976	-0.3794818162085347	0.07741184363715127
purine nucleobase metabolic process (GO:0006144)	6	0.08407744231662331	0.19979928208803593	-0.3864556230124284	-0.17078635443769796
monoacylglycerol lipase activity (GO:0047372)	7	0.08420526265391427	0.19979928208803593	-0.4625274963596395	0.04885832016606274
U6 snRNP (GO:0005688)	9	0.08412361756449276	0.19979928208803593	0.42691834815939583	-0.20623900098840378
cell integrity MAPK cascade (GO:0000196)	9	0.08473683469596265	0.20078439539908732	-0.38453749909597357	0.3261975362214016
endoplasmic reticulum membrane organization (GO:0090158)	6	0.08513514892061329	0.20145148407141003	-0.1944926279271494	-0.3675917895345465
COP9 signalosome (GO:0008180)	6	0.08528630119299455	0.2015326980245419	-0.4181844463717819	-0.12098872506504851
vacuole organization (GO:0007033)	17	0.08555334601076638	0.20188717081883994	-0.23239193525704338	0.2825600572765498
DNA clamp loader activity (GO:0003689)	7	0.08593156337272939	0.20228998021999878	0.4601728785203085	-0.047185302227590493
U5 snRNP (GO:0005682)	14	0.08595858289928064	0.20228998021999878	0.34144222415290804	-0.15982996152414106
cellular bud neck contractile ring (GO:0000142)	13	0.08668391866639515	0.20371901866421205	-0.06506305854840429	0.3455274367326491
polyamine transmembrane transport (GO:1902047)	5	0.08699237800014441	0.20416578510237976	-0.29581617168870294	0.5659223932365071
nuclear pore organization (GO:0006999)	12	0.08728072601334864	0.20450762278690043	0.36434360978434344	-0.09480387899840712
positive regulation of transcription by galactose (GO:0000411)	5	0.08737514086605543	0.20450762278690043	-0.5206590071536945	0.4219813570344676
spindle (GO:0005819)	29	0.08753407105610558	0.20460199535471835	-0.06487026698025955	-0.18329438462289752
cysteine biosynthetic process (GO:0019344)	8	0.08779993588132984	0.20494572313300946	0.04191973969630951	0.39441431670282023
rDNA binding (GO:0000182)	10	0.08835274467999399	0.20595741158512113	0.39353298611110854	-0.23563368055555445
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146)	20	0.08927138513705765	0.20781800183727997	-0.2837320574162713	0.13173118747281443
SCF ubiquitin ligase complex (GO:0019005)	22	0.08952275647649637	0.20812231121557442	-0.25124614289104935	0.19386422976501338
termination of RNA polymerase I transcription (GO:0006363)	5	0.09008643482998012	0.2091508749417439	0.5641014524170832	-0.27691307175373986
proteasome core complex, beta-subunit complex (GO:0019774)	7	0.09094065994934085	0.21085032044706042	-0.3487622765436713	0.4394770269851587
K48-linked polyubiquitin modification-dependent protein binding (GO:0036435)	9	0.09139268728572907	0.211613940359574	-0.40878956630746177	0.2574913815963948
precatalytic spliceosome (GO:0071011)	15	0.09189050542253853	0.2124813965869691	0.32490404808457957	-0.10267217032370189
cellular response to arsenic-containing substance (GO:0071243)	6	0.09226764920309699	0.21299568211458247	-0.5088175773344876	0.2762359063313108
peptidyl-lysine monomethylation (GO:0018026)	5	0.09235986679519287	0.21299568211458247	0.558291784088443	-0.29624972902666385
malate metabolic process (GO:0006108)	5	0.09257183622892128	0.21319948931226862	-0.49976154346411855	0.43889009321482697
peptide catabolic process (GO:0043171)	5	0.09327788849516207	0.21453914353887274	-0.253934532841965	0.5618469542597014
double-strand break repair via homologous recombination (GO:0000724)	35	0.09352332552403127	0.21481722573762177	-0.12280789252205582	-0.11062622736198928
disulfide oxidoreductase activity (GO:0015036)	7	0.09430196705571993	0.21631767708925115	-0.3823465625677729	0.41072590389441405
outer plaque of spindle pole body (GO:0005824)	5	0.09523418733515145	0.218165967002837	0.14320398872750792	-0.5536960763060923
L-methionine salvage (GO:0071267)	14	0.09599212199331787	0.21931974892513023	0.28372843490133154	0.04893260518803658
nucleotide-activated protein kinase complex (GO:0031588)	7	0.09587450443211491	0.21931974892513023	-0.3364315147008662	-0.16993524800941756
exonuclease activity (GO:0004527)	21	0.09643795488818059	0.22004692087580888	0.23463542475942067	-0.22203921812362093
response to stress (GO:0006950)	7	0.09667265158884314	0.22029104886493317	-0.469343495368214	0.14112216129132135
intralumenal vesicle formation (GO:0070676)	7	0.09690025476821251	0.2205183898089269	-0.4503826253988882	0.3092914459212437
nuclear pore outer ring (GO:0031080)	7	0.0970830370245349	0.22064326596485206	0.45063047990829425	-0.05270006506181067
ubiquitin-ubiquitin ligase activity (GO:0034450)	6	0.09730782820541316	0.22086316270307593	-0.44839549002601975	0.4005492917028054
signal recognition particle (GO:0048500)	5	0.09745884246762546	0.22091524738062276	0.5223065250379412	-0.030392369390851208
DNA repair (GO:0006281)	184	0.0978033986343218	0.22126787749346152	-0.0750034319781873	-0.02139593261555833
establishment of protein localization (GO:0045184)	9	0.09787095103044124	0.22126787749346152	0.029386948241359342	-0.3914322219811484
'de novo' GMP biosynthetic process (GO:0106387)	6	0.09806487247892491	0.2214161060551642	0.45070829719571903	0.03498120844174549
transmembrane transport (GO:0055085)	179	0.0983051438265027	0.2216684615695649	-0.07440525257965971	0.08363275739037336
protein methyltransferase activity (GO:0008276)	7	0.0998979540309865	0.2249660191951067	0.4180995755491502	-0.3616507110326227
nuclear-transcribed mRNA catabolic process, no-go decay (GO:0070966)	8	0.10033840730577512	0.2254137776420159	0.38280911062907097	-0.3485357917570497
glucan endo-1,3-beta-D-glucosidase activity (GO:0042973)	5	0.10035813404583664	0.2254137776420159	-0.008541079557775444	0.5110340342510298
cytoplasm protein quality control by the ubiquitin-proteasome system (GO:0071629)	8	0.10054291825636492	0.22553515473631927	-0.13855748373101695	0.43617136659436134
glucose mediated signaling pathway (GO:0010255)	8	0.10243041482070098	0.229470734500921	-0.4322668112798265	0.22635574837310013
RNA polymerase II preinitiation complex assembly (GO:0051123)	29	0.10332676626792582	0.23039987219949412	0.2280490828893639	-0.1120295158587616
nucleoside monophosphate phosphorylation (GO:0046940)	5	0.10337942091733823	0.23039987219949412	0.35720789074355397	0.2407543897680476
spliceosomal tri-snRNP complex assembly (GO:0000244)	5	0.1032827989318665	0.23039987219949412	0.46871883806633663	-0.4522436592239309
AMP kinase activity (GO:0004017)	5	0.10337942091733823	0.23039987219949412	0.35720789074355397	0.2407543897680476
negative regulation of Ras protein signal transduction (GO:0046580)	5	0.10364273748669614	0.23068867376071076	-0.5285497507045279	0.35131151094732194
monoatomic cation transport (GO:0006812)	21	0.104249622388825	0.23170749649094285	-0.26654029025141085	0.07668562312895562
protein unfolding (GO:0043335)	8	0.10463776218344609	0.23170749649094285	-0.20845986984815484	-0.265509761388285
sterol transfer activity (GO:0120015)	10	0.10462719308024515	0.23170749649094285	-0.35824652777778204	0.005946180555554317
nuclear pore nuclear basket (GO:0044615)	10	0.10440020771868708	0.23170749649094285	0.3830295138888914	-0.2132378472222215
transcription preinitiation complex (GO:0097550)	5	0.10484664582623558	0.23187238980802102	-0.019813570344677876	0.5104270539778879
Golgi to vacuole transport (GO:0006896)	26	0.10548908165491791	0.23299445051822457	-0.2283235057625346	0.16163562047708457
endomembrane system (GO:0012505)	44	0.10675697998551258	0.2354933382033366	-0.1833883213419741	0.0958083237269958
RNA catabolic process (GO:0006401)	10	0.1074960289753602	0.2368207534897782	0.29322916666666415	-0.34748263888889036
hexose transmembrane transport (GO:0008645)	5	0.10850383540280488	0.23843199499342477	-0.54450466074138415	0.22150444396271227
mitochondrial fission (GO:0000266)	8	0.10837849739658552	0.23843199499342477	-0.2264642082429476	0.4264099783080258
