set	n_members	p_value	p.adjust	s.PC1	s.PC2
chromatin (GO:0000785)	112	0.15296558648561734	0.3015607276430742	0.10552992834949898	-0.025854416333776956
tRNA threonylcarbamoyladenosine metabolic process (GO:0070525)	5	0.1539316079744443	0.30311874857981325	0.41183611532624986	-0.4244092781270336
DNA damage checkpoint signaling (GO:0000077)	18	0.15556719150142895	0.30599019993154497	-0.2487198067632843	0.1780676328502404
cortical actin cytoskeleton organization (GO:0030866)	5	0.15608149484314893	0.306652139640583	-0.4095816171688674	-0.09559939301972498
ATP binding (GO:0005524)	562	0.15731675431240386	0.3087274188724649	0.013669832312044739	0.03858788350986731
cytoplasmic vesicle (GO:0031410)	60	0.1576572894261479	0.3090441184773922	-0.018399882989612402	0.13845253766271753
ESCRT III complex (GO:0000815)	6	0.15857128543813093	0.31048293686807704	-0.4131251806880597	0.33499566348655757
rDNA chromatin condensation (GO:0070550)	15	0.15895946361857174	0.31053802349041476	0.25431240495329605	-0.22250706061264372
regulation of primary metabolic process (GO:0080090)	11	0.15883816147545726	0.31053802349041476	0.04153758115121587	0.28740848905815264
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	88	0.1600587808100665	0.31233189694272023	-0.11849287577764807	0.03768813967489573
vesicle fusion (GO:0006906)	21	0.16069935213626968	0.31322755077408493	-0.18804189067404053	0.21412515408599972
alpha-1,6-mannosyltransferase activity (GO:0000009)	9	0.1614981915982153	0.3144293233712431	0.3013186760203426	0.07282852390250903
pICln-Sm protein complex (GO:0034715)	5	0.1626091007657933	0.3162352861567006	0.46655105137653996	-0.33119445046607426
cytoplasmic side of plasma membrane (GO:0009898)	7	0.16314338694032482	0.31691705233340123	-0.2792390866561305	0.3942435790191155
fungal-type cell wall organization or biogenesis (GO:0071852)	6	0.1635086153009147	0.31699161488411765	-0.10891876264816261	0.4426857473258176
histone deacetylase activity, hydrolytic mechanism (GO:0141221)	5	0.1635492969547042	0.31699161488411765	-0.014177324951227054	-0.4446997615434647
tRNA wobble position uridine thiolation (GO:0002143)	5	0.16429823976402982	0.3179371130766933	0.4805983091263844	-0.10002167786689731
O-acyltransferase activity (GO:0008374)	7	0.16440574195038285	0.3179371130766933	-0.2611457074697159	-0.19106484493602183
spliceosomal complex disassembly (GO:0000390)	6	0.1649678935122816	0.31864008553917633	0.19702226076900936	-0.44738363688927363
TFIID-class transcription factor complex binding (GO:0001094)	5	0.16513868780986876	0.31864008553917633	-0.055191849122043765	-0.4244092781270336
regulation of protein phosphorylation (GO:0001932)	8	0.16738343524945176	0.3226105316260383	0.14951193058568515	0.26659436008676707
'de novo' protein folding (GO:0006458)	6	0.16759134321320046	0.3226507444673781	0.09453599306157685	-0.4371205550737196
microautophagy (GO:0016237)	12	0.16799361872202176	0.32297382653646034	-0.3152409900130292	0.12342596613113468
RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629)	38	0.16813362100274862	0.32297382653646034	0.1407262698230276	0.04297862560330802
mitochondrial ribosome (GO:0005761)	8	0.16832918232934294	0.32298981036497953	-0.09636659436008249	-0.303687635574836
ceramide metabolic process (GO:0006672)	6	0.1688673574927696	0.3235408045195305	-0.4431193986701383	0.14093668690372974
RNA polymerase II transcription regulator complex (GO:0090575)	8	0.16899145789686781	0.3235408045195305	-0.16393709327548794	-0.253904555314535
iron ion transmembrane transporter activity (GO:0005381)	7	0.17050310433611218	0.32607300995542515	0.308671809647734	-0.37199863680019796
fatty acid oxidation (GO:0019395)	8	0.1719597191370178	0.32776852542691237	-0.3721258134490271	0.23356832971800368
3'-5' DNA helicase activity (GO:0043138)	14	0.17165775693367605	0.32776852542691237	0.1710314012659841	-0.2832630011170414
single-stranded DNA helicase activity (GO:0017116)	10	0.17189931653127763	0.32776852542691237	0.3177951388888913	-0.2455729166666663
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	18	0.17295178783210086	0.32893256230471224	-0.22301932367150012	0.20345410628019395
regulation of autophagy (GO:0010506)	5	0.17283705895725635	0.32893256230471224	-0.4689789724691116	0.2978105354433121
HOPS complex (GO:0030897)	7	0.17347382172459194	0.3295620511838338	-0.3522942033026624	-0.0490442110481146
septin complex (GO:0031105)	6	0.17376656747699626	0.32975503729132954	-0.001373229257010215	0.40495808037004855
sister chromatid cohesion (GO:0007062)	12	0.17398618805175675	0.3298089828453631	0.26418439716311715	-0.2581053698074957
regulation of exit from mitosis (GO:0007096)	13	0.17429008480792893	0.33002238890634183	0.03843648208469371	0.25706172220830037
regulation of intracellular pH (GO:0051453)	6	0.17525988605812964	0.3314948502744228	0.009468054350968981	0.39953743856606017
clathrin-dependent endocytosis (GO:0072583)	7	0.17610341974720808	0.3323614869408468	-0.3775753632617611	0.29051646683396876
triglyceride metabolic process (GO:0006641)	7	0.17600297883737095	0.3323614869408468	-0.29510177525792597	-0.13889147070669472
regulation of DNA-templated DNA replication initiation (GO:0030174)	13	0.17784338074739464	0.3352785046877112	0.15773824438319198	-0.29488014699741005
cellular response to alkaline pH (GO:0071469)	6	0.17975965167865057	0.33816807430469814	-0.4235328129517187	0.07082971957212975
modification-dependent protein catabolic process (GO:0019941)	5	0.1797681879057439	0.33816807430469814	0.40203771948840455	0.07712985042272001
cell morphogenesis (GO:0000902)	7	0.18018813738369316	0.3382203884514371	-0.3820367444310156	0.03150850450785446
positive regulation of protein phosphorylation (GO:0001934)	5	0.18017120294826242	0.3382203884514371	0.33631042705397807	0.17710817255582043
protein neddylation (GO:0045116)	6	0.1805868090888895	0.3382326228863565	-0.4326394911824237	0.22578779994218068
Doa10p ubiquitin ligase complex (GO:0000837)	7	0.18049100554233174	0.3382326228863565	-0.3900300523592607	0.25321436316882184
protein stabilization (GO:0050821)	15	0.18148127395683555	0.33917139498975224	-0.23279020928380234	-0.04250850894344156
histone deacetylase activity (GO:0004407)	9	0.18128727996203492	0.33917139498975224	-0.07933752802487554	-0.2863238591162205
Golgi organization (GO:0007030)	17	0.18193260763011992	0.3396469135951914	-0.22062978636357777	0.2126775509160402
meiotic recombination checkpoint signaling (GO:0051598)	6	0.18371318620257443	0.341500662152666	0.3607979184735506	-0.3658571841572719
nucleosome assembly (GO:0006334)	16	0.18371745766821682	0.341500662152666	0.23364841373315665	-0.21042481529769785
protein transport (GO:0015031)	378	0.18341482293050246	0.341500662152666	-0.053026105620443166	0.0406009783368289
retrograde protein transport, ER to cytosol (GO:0030970)	9	0.18331484354017363	0.341500662152666	-0.31399918034763175	0.27725946819025465
identical protein binding (GO:0042802)	7	0.18436565592666743	0.34233665928256335	-0.3945533971558672	0.22681785791740275
protein processing (GO:0016485)	15	0.18522298745154725	0.3435587670472247	-0.25631110145557423	0.19197624737490096
phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092)	6	0.18600024973458434	0.34462989343948225	-0.342006360219717	0.3797340271754832
intracellular protein localization (GO:0008104)	31	0.18650577496472528	0.3447031887818284	-0.15165580145853644	0.16666315041808397
nuclear protein quality control by the ubiquitin-proteasome system (GO:0071630)	6	0.18663929178100158	0.3447031887818284	0.15929459381323732	0.3044232437120574
Hsp90 protein binding (GO:0051879)	6	0.18651807712806515	0.3447031887818284	-0.13233593524139778	-0.3241543798785782
endoplasmic reticulum-plasma membrane tethering (GO:0061817)	5	0.18810732873729794	0.34704293269715397	-0.21898981140255522	-0.2958161716887057
regulation of protein localization (GO:0032880)	27	0.18830864554375126	0.34704317688351594	-0.14542946344296914	0.1888800148438587
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	23	0.18896801547830794	0.34751580671650445	0.21311444386620906	-0.03401618015801576
pheromone response MAPK cascade (GO:0071507)	6	0.18893672157781535	0.34751580671650445	-0.10552182711766074	0.4248337669846785
GMP biosynthetic process (GO:0006177)	5	0.1899546617830493	0.3489582444896273	0.44331237806199597	-0.03186646433990832
response to heat (GO:0009408)	14	0.19120941536399838	0.3508346129891554	-0.28053245624922607	0.09528981010301521
endonuclease activity (GO:0004519)	29	0.19138282366538853	0.3508346129891554	0.09249254213599539	-0.19497148353258567
protein catabolic process (GO:0030163)	18	0.19207400924620255	0.35135489496256567	-0.08108695652174167	0.246956521739131
zinc ion binding (GO:0008270)	483	0.1919441242912699	0.35135489496256567	0.04955375136753752	-0.028504334807894258
exocyst (GO:0000145)	9	0.19261820717498732	0.35197712645853085	-0.2826595308695504	0.30180082447385365
metallopeptidase activity (GO:0008237)	33	0.193254040936781	0.3527653128211082	-0.18175869931595148	0.09153035259905432
CDP-choline pathway (GO:0006657)	5	0.19411922602725082	0.353970047459839	0.04374593539995197	-0.4443529156730975
L-glutamate transmembrane transport (GO:0015813)	6	0.19545553650590894	0.35437456263554035	-0.4244723908644084	0.13450419196299312
exit from mitosis (GO:0010458)	8	0.19557367166900547	0.35437456263554035	-0.09718004338394805	0.36523861171366445
metal ion transport (GO:0030001)	15	0.19485864926964908	0.35437456263554035	-0.002418712433921433	0.24846114852632228
mitochondrial mRNA processing (GO:0090615)	5	0.19484619412195223	0.35437456263554035	-0.22540646000433148	-0.2848905267721646
L-glutamate transmembrane transporter activity (GO:0005313)	6	0.19545553650590894	0.35437456263554035	-0.4244723908644084	0.13450419196299312
spindle pole (GO:0000922)	19	0.19506492859687277	0.35437456263554035	0.08401139835890774	-0.23965164051681737
glutathione catabolic process (GO:0006751)	5	0.19607137435489072	0.3549035894671422	-0.16410145241708324	0.4657706481682206
ER-dependent peroxisome organization (GO:0032581)	9	0.19648404637512099	0.3552777568103603	-0.34654420095947275	0.16313492924471326
P-body assembly (GO:0033962)	6	0.19688544336985922	0.35563077467330595	0.40727088753975416	-0.2752240531945653
phosphatidylethanolamine biosynthetic process (GO:0006646)	8	0.1975558157613689	0.35646839141041986	-0.03763557483731014	-0.3203904555314529
DNA helicase activity (GO:0003678)	34	0.19778436840806723	0.35650787408977636	0.14234934811621197	-0.1563494507750749
phospholipase activity (GO:0004620)	5	0.19818770783098683	0.35686200000882284	-0.41764578365489075	0.35425970084543756
transcription factor TFIID complex (GO:0005669)	16	0.1995481164991796	0.3589369144536859	0.25551390699696175	-0.06008257279443623
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	32	0.20104676764958682	0.3612559106203513	0.02965547317923983	0.15405582206716115
division septum assembly (GO:0000917)	8	0.2016482940158656	0.36195973691713645	0.2739696312364453	0.11225596529284075
cristae formation (GO:0042407)	10	0.20249956916764997	0.36310993431829125	-0.15477430555555474	0.3256076388888903
meiosis I cell cycle process (GO:0061982)	6	0.2044840168328756	0.36628756909315724	-0.27847643827695495	-0.17700202370627457
homologous chromosome pairing at meiosis (GO:0007129)	6	0.20508720865120414	0.3669869656880987	-0.2351835790690928	-0.22463139635733054
glycerol catabolic process (GO:0019563)	5	0.20657779741895096	0.36927119227739935	-0.45874701929330214	0.17355300238456536
positive regulation of protein autoubiquitination (GO:1902499)	7	0.2072332423787437	0.37005936139061374	-0.3407070049880754	-0.03280974068222082
chromatin DNA binding (GO:0031490)	9	0.2076121022944664	0.37035250926365515	0.33974590776499936	-0.16887249584146938
thiamine biosynthetic process (GO:0009228)	7	0.20811909617496588	0.3708733893613803	-0.3859404529541153	0.12835765405706825
establishment of cell polarity (GO:0030010)	28	0.21054042945391796	0.37295716137202595	0.12566137566137234	0.08420479302832222
monoatomic cation transmembrane transport (GO:0098655)	9	0.2108018738189712	0.37295716137202595	-0.18878522697138586	-0.18352980882813807
negative regulation of autophagy (GO:0010507)	10	0.2105761249128802	0.37295716137202595	-0.027170138888891367	-0.28376736111110956
regulation of vacuole fusion, non-autophagic (GO:0032889)	8	0.21063466195260208	0.37295716137202595	-0.32304772234273593	0.27624728850325453
transcription coregulator activity (GO:0003712)	39	0.21003812552293596	0.37295716137202595	0.10595192097703598	-0.1571779752605257
cyclin-dependent protein kinase holoenzyme complex (GO:0000307)	22	0.20966424072467404	0.37295716137202595	0.0628609858374897	0.1662512857029836
proteasome regulatory particle, lid subcomplex (GO:0008541)	10	0.21010807759689215	0.37295716137202595	-0.264409722222218	0.2756944444444455
glutaminase activity (GO:0004359)	6	0.21178497100765173	0.37352218865170095	-0.11556808326105458	0.41211332755131436
ubiquitin conjugating enzyme binding (GO:0031624)	6	0.2119873754724726	0.37352218865170095	-0.3983810349812104	0.05131540907776948
COPI-coated vesicle membrane (GO:0030663)	12	0.21172369940850902	0.37352218865170095	0.04229989868288131	0.24978289188015515
endoplasmic reticulum exit site (GO:0070971)	11	0.2119246707499885	0.37352218865170095	0.0915800067091626	0.2319198058290733
mRNA 5'-splice site recognition (GO:0000395)	5	0.21600454851646925	0.3775155483190572	0.3792326035118163	-0.3777585085627593
positive regulation of macromolecule metabolic process (GO:0010604)	7	0.2151807163961227	0.3775155483190572	-0.12364841837841009	0.38154103541221274
regulation of SNARE complex assembly (GO:0035542)	6	0.21556291055780025	0.3775155483190572	-0.3543654235328103	-0.05297773923099085
regulation of protein stability (GO:0031647)	14	0.21529153339125237	0.3775155483190572	-0.26079806379546033	0.1714968350502655
vesicle tethering (GO:0099022)	6	0.21556291055780025	0.3775155483190572	-0.3543654235328103	-0.05297773923099085
DNA-binding transcription factor activity, RNA polymerase II-specific (GO:0000981)	108	0.21582544561783543	0.3775155483190572	-0.08072595877474244	-0.019343844953601457
sequence-specific DNA binding (GO:0043565)	101	0.21594097408570254	0.3775155483190572	-0.07582356641685632	-0.031783120751748634
Set1C/COMPASS complex (GO:0048188)	8	0.21460358744770022	0.3775155483190572	0.33036876355748523	-0.004718004338392884
regulation of translational termination (GO:0006449)	8	0.21696165939740544	0.3788045166604498	0.35531453362256427	-0.10856832971800369
nucleosomal DNA binding (GO:0031492)	9	0.21779849961357112	0.3797289087202697	-0.048913960608469295	-0.28540777705455556
U2 snRNP (GO:0005686)	18	0.2179313737003287	0.3797289087202697	0.2380434782608715	-0.09371980676328433
fungal-type cell wall biogenesis (GO:0009272)	13	0.21890670120384836	0.3806593342506436	-0.20374175227595867	0.25696149670091084
euchromatin (GO:0000791)	9	0.21878010806945455	0.3806593342506436	0.12142908801620253	-0.3355994310648245
protein-membrane adaptor activity (GO:0043495)	18	0.21983388809783225	0.38188666361405904	-0.2077536231884037	-0.022053140096619774
NAD-cap decapping (GO:0110155)	5	0.2213603658560388	0.38276371363365	0.4371558638629953	-0.2677216561890329
endosomal transport (GO:0016197)	10	0.22095241123113477	0.38276371363365	-0.21671006944444518	-0.1260850694444456
positive regulation of protein localization to nucleus (GO:1900182)	5	0.22119191539245403	0.38276371363365	-0.43073921526121806	0.28801213960546423
G-quadruplex DNA binding (GO:0051880)	13	0.22144822388775812	0.38276371363365	0.23551323811909947	-0.23046855424705456
nucleosome array spacer activity (GO:0140750)	8	0.2208259738833566	0.38276371363365	0.30639913232104127	-0.2872017353579168
transport vesicle (GO:0030133)	7	0.22201687405091125	0.38336247020802994	0.12123183691172855	0.2804783592031479
protein retention in ER lumen (GO:0006621)	10	0.22249327433562407	0.3838008982289515	0.14014756944444526	0.20438368055555445
endoplasmic reticulum tubular network organization (GO:0071786)	6	0.22381984553962864	0.38541772791389767	-0.39324949407343257	0.2575888985255842
homocysteine metabolic process (GO:0050667)	5	0.22399914247736763	0.38541772791389767	0.26026446997615565	0.2287882072404084
Cdc73/Paf1 complex (GO:0016593)	7	0.22410085860732715	0.38541772791389767	0.28921523065960436	-0.3384763144034455
NuA3b histone acetyltransferase complex (GO:1990468)	5	0.2260844567096388	0.3884419201435527	0.33249512247994495	-0.40489919791892304
protein kinase inhibitor activity (GO:0004860)	5	0.22674327340907785	0.3887378897583185	0.4183394753956217	-0.30682852807283817
NuA3 histone acetyltransferase complex (GO:0033100)	6	0.22693278549949378	0.3887378897583185	0.33658571841572216	-0.3432350390286206
membrane raft (GO:0045121)	27	0.22680164036253228	0.3887378897583185	-0.17856998797970566	0.00684914930177394
phosphoprotein phosphatase activity (GO:0004721)	41	0.22828148070846904	0.39054291514918066	-0.13725573786216605	0.12230292501745271
cellular bud tip (GO:0005934)	101	0.228439305151028	0.39054291514918066	-0.02564788247697797	0.09868330202513406
signal sequence binding (GO:0005048)	9	0.22874379369313483	0.39067628130758175	-0.09929847400014823	0.3290422120971041
phosphatidylinositol-4-phosphate binding (GO:0070273)	19	0.22956310584484435	0.39168779187176705	-0.09582174614618481	0.22768107483320077
calcium ion transmembrane transport (GO:0070588)	9	0.2306908762549003	0.3932230845253983	-0.16737783563559006	-0.19360671150647354
cyclosporin A binding (GO:0016018)	8	0.2314685292100941	0.3941591440152145	-0.1804772234273351	0.34658351409978183
traversing start control point of mitotic cell cycle (GO:0007089)	13	0.23192244936023237	0.3945426283495077	0.1402321890921224	0.1597761630334918
FAD binding (GO:0071949)	13	0.23363144629231494	0.39705836931452543	-0.26521339680949135	0.04495114006514532
nuclear DNA replication (GO:0033260)	5	0.23550662033413386	0.3990657368137337	0.3854758291784125	-0.34758291784088313
acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)	19	0.23546920443918073	0.3990657368137337	0.16208329041782066	0.07913619665602496
P-body (GO:0000932)	51	0.23507006848973674	0.3990657368137337	0.1376670659505302	-0.06780526968834281
transcription corepressor activity (GO:0003714)	26	0.23611856064391548	0.39966976994977715	0.14203631734119285	-0.1765444920932723
cytoophidium (GO:0097268)	5	0.2363264726659552	0.39966976994977715	-0.05623238673314411	0.42137437676132855
intracellular copper ion homeostasis (GO:0006878)	17	0.2366305381678507	0.3997920453864275	-0.23597171970287303	0.06455118452510203
regulation of mitotic spindle assembly (GO:1901673)	5	0.23828919138010218	0.4018240514916081	0.43351398222415183	-0.11875135486668208
response to cadmium ion (GO:0046686)	9	0.238299133145458	0.4018240514916081	-0.2720040500470087	0.2740772883970975
Arp2/3 complex binding (GO:0071933)	5	0.2385685841193542	0.401885554302623	-0.29148059830912737	-0.18222414914372412
cellular bud scar (GO:0005621)	11	0.23937071434587376	0.40284339731378754	0.2679913964915026	-0.21976439015727228
response to endoplasmic reticulum stress (GO:0034976)	17	0.2405040559286658	0.4043562343829908	-0.22735466714397481	0.15192349489241336
intracellular mRNA localization (GO:0008298)	17	0.2428510160744324	0.4079045790928879	0.23530690259151238	-0.07687587097434032
global genome nucleotide-excision repair (GO:0070911)	6	0.24411267560381536	0.40962486908227774	0.22752240531945586	-0.3882625036137601
protein localization to nucleolar rDNA repeats (GO:0034503)	5	0.24541515897766333	0.41138652829109984	0.34003902016041654	-0.3819206590071543
protein tag activity (GO:0031386)	10	0.24563949225497558	0.41138652829109984	0.12942708333333594	0.20260416666666642
regulation of glycolytic process (GO:0006110)	5	0.24698178478766347	0.4132333450618036	0.40021677866897737	-0.010882289182743346
positive regulation of mitotic spindle pole body separation (GO:0010696)	5	0.2477706305795746	0.41415149006760293	0.39579449382180837	-6.503360069367317e-4
protein transmembrane transport (GO:0071806)	7	0.24860947725646537	0.4151513535986474	0.36363354710784374	-0.16758063017008973
sister chromatid biorientation (GO:0031134)	8	0.24890787280283916	0.41524766014013303	-0.2647505422993471	0.30260303687635615
cysteine-type peptidase activity (GO:0008234)	27	0.2527667548991026	0.4212779248318377	-0.1824261639116788	0.10036544930903318
(1->6)-beta-D-glucan biosynthetic process (GO:0006078)	7	0.2547098535702752	0.42247547827761994	-0.34529231341202415	0.23549276574650826
negative regulation of translational initiation (GO:0045947)	7	0.25420201412233967	0.42247547827761994	0.3468414040957934	-0.04545032066177164
potassium ion transport (GO:0006813)	10	0.25443984122453633	0.42247547827761994	-0.294184027777782	0.18211805555555435
regulation of phosphatidylinositol dephosphorylation (GO:0060304)	7	0.25448120366684235	0.42247547827761994	-0.17222790222139583	-0.22217058586609642
NuA4 histone acetyltransferase complex (GO:0035267)	17	0.25378347078532126	0.42247547827761994	0.22709896825497825	-0.045834025851158436
nucleobase transport (GO:0015851)	5	0.2554852161214098	0.4233544647544975	0.4258833730760929	-0.1440711034034253
protein insertion into ER membrane (GO:0045048)	6	0.25580561603574625	0.42347858700735347	0.03649898814686551	0.340777681410811
Hsp70 protein binding (GO:0030544)	8	0.25692648839946103	0.4245193414646267	0.22733188720173347	-0.3188177874186559
protein-containing complex binding (GO:0044877)	24	0.256859264259403	0.4245193414646267	-0.11690973733855244	-0.09604919460165376
vacuole inheritance (GO:0000011)	18	0.25801194315375503	0.4259048822394521	-0.10260869565217413	0.22403381642512016
manganese ion binding (GO:0030145)	6	0.2585761071757143	0.42616461489895724	-0.15228389708008097	0.38797340271754904
protein tyrosine phosphatase activity (GO:0004725)	14	0.2589155077408114	0.42616461489895724	-0.07093210872533032	0.25198585081295716
Golgi trans cisterna (GO:0000138)	8	0.25884729646103216	0.42616461489895724	-0.32348156182212884	0.21258134490238662
early endosome (GO:0005769)	15	0.2591574962486992	0.42616461489895724	-0.23603447027301097	0.15608661018176623
invasive growth in response to glucose limitation (GO:0001403)	37	0.2603684859765094	0.4277482269614083	-0.06804250222717761	-0.10177761258311392
heme transport (GO:0015886)	6	0.2610089496693966	0.4281852516834758	-0.2360508817577355	0.3751084128360803
regulation of gene expression (GO:0010468)	22	0.26113094769334294	0.4281852516834758	0.08181026979982105	-0.20223118917635963
intermembrane lipid transfer (GO:0120009)	11	0.26159832979886016	0.42854427246252025	-0.2668468930678584	0.19975531306115304
pentose-phosphate shunt, oxidative branch (GO:0009051)	6	0.2620581231138581	0.4288901920032308	-0.38378143972246415	0.11520670714079059
amino acid transport (GO:0006865)	37	0.26357425247120336	0.4304775074213264	-0.15565467235408423	0.06236688554959485
mitochondrial respiratory chain complex III assembly (GO:0034551)	10	0.26477486108639264	0.4304775074213264	-0.26393229166666415	-0.021180555555554474
tRNA thio-modification (GO:0034227)	5	0.2644557896950143	0.4304775074213264	0.4207673964881836	-0.1900281812269655
alpha-1,2-mannosyltransferase activity (GO:0000026)	15	0.26471756153218834	0.4304775074213264	0.14154536896226735	0.12488956477659495
metal ion transmembrane transporter activity (GO:0046873)	13	0.2641952159510983	0.4304775074213264	0.023068570951304056	0.2296333416854591
protein transporter activity (GO:0140318)	10	0.264674936206646	0.4304775074213264	-0.027560763888891407	-0.26093750000000004
spindle microtubule (GO:0005876)	15	0.26470229103647797	0.4304775074213264	-0.1361575783909087	-0.1304801216597876
ATPase activator activity (GO:0001671)	21	0.2663999966298131	0.43271185893260605	0.155204740151447	-0.1854522100334594
cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	20	0.266913806263524	0.43274686596994905	0.057698999565023425	0.16224445411048224
misfolded protein binding (GO:0051787)	7	0.2669232842852323	0.43274686596994905	-0.3133190816990432	0.27837159587322097
cytoskeleton-dependent cytokinesis (GO:0061640)	5	0.2676642018828555	0.43313391017629055	0.1334055928896616	0.3110773899848269
protein heterodimerization activity (GO:0046982)	29	0.26747293354956986	0.43313391017629055	0.05377927728225702	-0.17384149502934296
catalytic activity, acting on a tRNA (GO:0140101)	7	0.2684141383485902	0.43387281863228083	0.24280447377389508	-0.33358118784273616
TRAPPII protein complex (GO:1990071)	10	0.26862386684016	0.43387281863228083	0.27847222222221796	-0.018446180555554397
negative regulation of transcription by RNA polymerase III (GO:0016480)	5	0.2695278355452858	0.43455704646484644	0.007673964881855207	-0.38642965532191814
protein export from nucleus (GO:0006611)	12	0.2695513273723975	0.43455704646484644	0.2649442755825713	-0.05709943551888889
protein tyrosine kinase activity (GO:0004713)	12	0.2699466577555068	0.43478803420004597	-0.2571283832682059	0.17878853669127318
carboxylic acid catabolic process (GO:0046395)	5	0.27060097690058266	0.43543534062826966	-0.3340559288965961	0.36362453934532984
cellular hyperosmotic response (GO:0071474)	19	0.2722207751317548	0.4376335853702489	-0.11271329007449932	0.21197972099197573
U6 snRNA binding (GO:0017070)	9	0.27302000673207794	0.43850978734900786	0.3021865432366603	-0.055712253802944756
protein secretion (GO:0009306)	13	0.2737019849129731	0.43919620834872425	-0.2550906205629362	0.13862858097385664
manganese ion transport (GO:0006828)	6	0.27460598550896853	0.4399722245519346	0.05745880312228706	0.3205406186759186
NuA3a histone acetyltransferase complex (GO:1990467)	5	0.27469570193764264	0.4399722245519346	0.3774116626923895	-0.3100368523737264
plus-end-directed microtubule motor activity (GO:0008574)	7	0.2752928149135833	0.4405195785954835	-0.30891966415714095	-0.02872014127707008
NADP binding (GO:0050661)	18	0.2757074655980009	0.44077421515899123	0.04132850241546123	0.18045893719806694
regulation of ribosomal protein gene transcription by RNA polymerase II (GO:0060962)	7	0.2762314866864405	0.4412030690130647	0.2961551569228845	0.053009883198562265
actin cortical patch localization (GO:0051666)	15	0.27699266898079383	0.4416010665359236	-0.21711927004127266	-0.00528640741545209
TRAPP complex (GO:0030008)	7	0.27694970292059595	0.4416010665359236	0.34721318585990285	-0.1794776466214324
EMC complex (GO:0072546)	6	0.277392154458792	0.441829608902508	0.16941312518068716	0.24161607400983007
spindle pole body duplication (GO:0030474)	13	0.2776785811604501	0.4418778159610483	0.10538712102229997	-0.2567276371836621
cell cortex (GO:0005938)	48	0.2783375427127354	0.4425182130686347	-0.13139132020423047	0.028482859226842665
lipid biosynthetic process (GO:0008610)	11	0.2791253039625015	0.44336201596253694	0.09603962349783796	0.20109714466128747
second spliceosomal transesterification activity (GO:0000386)	10	0.28023263300336887	0.44471140012034155	0.259765625	0.01740451388889038
protein import into peroxisome matrix, docking (GO:0016560)	5	0.2805901564967175	0.4448695036367993	-0.4000433557337972	0.25020593973552935
nuclear chromosome (GO:0000228)	13	0.2812483950609192	0.4455036560882329	0.13438570116094423	-0.2528856594003184
branched-chain amino acid catabolic process (GO:0009083)	7	0.2817773435081044	0.4459320344508992	-0.11392012888434122	0.346593549586393
PAS complex (GO:0070772)	5	0.282769586129151	0.44709215038752104	-0.39882939518751603	0.24942553652720645
mRNA stabilization (GO:0048255)	5	0.28334980767591933	0.44746742637939163	-0.20823758942120324	-0.24066767830045618
regulation of endoplasmic reticulum unfolded protein response (GO:1900101)	6	0.2836874194716022	0.44746742637939163	0.28649898814686553	-0.3356461405030359
vacuolar proton-transporting V-type ATPase complex assembly (GO:0070072)	6	0.28378513881684314	0.44746742637939163	0.3697600462561426	-0.09410234171725884
pheromone-dependent signal transduction involved in conjugation with cellular fusion (GO:0000750)	21	0.2842437794989469	0.4477812964709438	0.19579021515066503	-0.11722966323793053
SNAP receptor activity (GO:0005484)	22	0.28495847352579123	0.4481680955700605	-0.1730951815808188	0.1526623941767545
CCR4-NOT core complex (GO:0030015)	10	0.2852561427748551	0.4481680955700605	0.25620659722221806	-0.22617187499999997
spindle pole body (GO:0005816)	45	0.2852687356150298	0.4481680955700605	-0.018888645916856604	-0.11679665670481319
serine family amino acid biosynthetic process (GO:0009070)	8	0.2859684020878	0.448858501912152	-0.06079175704988892	0.315347071583513
clathrin-coated pit (GO:0005905)	10	0.286646006271313	0.44951305528910446	-0.286675347222218	0.1481770833333337
regulation of fungal-type cell wall organization (GO:0060237)	18	0.2870769097547302	0.44977989947948194	-0.18492753623188143	0.1753381642512078
establishment or maintenance of actin cytoskeleton polarity (GO:0030950)	15	0.28774991617324563	0.4502079732188895	-0.16822362227532972	0.21865450068795675
protein-containing complex localization (GO:0031503)	13	0.287872112730687	0.4502079732188895	-0.2530527019126344	0.10608869957404111
double-strand break repair via nonhomologous end joining (GO:0006303)	30	0.28836867769075175	0.45057605889179964	-0.13997384481255276	-0.027114210985178005
septin cytoskeleton organization (GO:0032185)	6	0.2888048523355853	0.45084920387229377	-0.2455912113327522	-0.15748771321191127
positive regulation of TORC1 signaling (GO:1904263)	13	0.28953397350248566	0.45157875614085696	-0.02263426041927709	-0.22141485007934447
central plaque of spindle pole body (GO:0005823)	5	0.29045736699602537	0.4526097182187387	-0.028918274441791923	-0.35980923477129734
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)	7	0.29150513854757265	0.4538324584788473	-0.31821420825974917	0.24460141896706528
