set	setSize	pMANOVA	s.PC1	s.PC2	p.PC1	p.PC2	s.dist	SD	p.adjustMANOVA
CRZ1_bound	1049	1.3789126852808244e-12	-0.12697064890684298	0.12308644425397071	3.5316182648560393e-10	1.1962777046961221e-9	0.1768383964044874	0.17681706625780763	6.894563426404122e-12
HAP4_bound	39	9.24404583962097e-11	-0.3566392841343704	0.6183916542073346	1.213646688161587e-4	2.474053183047862e-11	0.7138626037138798	0.6894509883681021	4.4936333942601935e-10
MCM1_bound	804	1.0286314261234157e-10	0.08543543426026658	0.08058749253209571	1.3608480206560736e-4	3.2020959321830495e-4	0.11744597643108474	0.0034280124707868494	4.865148637070209e-10
UPC2_bound	1032	1.8485553105300354e-10	-0.05964787697203169	0.13614097891455576	0.0034422174286192157	2.2374191199522638e-11	0.14863456989235088	0.13844362767816168	8.513083666914638e-10
PDC2_bound	903	2.1336394708253508e-10	0.08711055864331398	0.06865614692463735	4.719281920086327e-5	0.001346042652142365	0.1109140024419263	0.01304923966908473	9.57402326652401e-10
YOX1_bound	875	2.9439529116119097e-10	0.02330079004618145	0.12027663066295181	0.2825749087123799	2.7653836675564095e-8	0.1225128348394908	0.06857227451138415	1.2879793988302104e-9
STB1_bound	1496	4.3485253846767635e-10	0.1112556824605097	-0.005934895360508654	8.297685676739393e-10	0.7438010218903868	0.11141386746134412	0.08286625226841189	1.8560779080937406e-9
SOK2_bound	566	4.5422437191538813e-10	0.04473470327439402	0.13200304172960003	0.0842524118851647	3.3787508787639717e-7	0.13937717425358648	0.06170803390455893	1.8926015496474506e-9
MED8_bound	621	9.823865893256469e-10	-0.018253222928468524	0.15304916690738668	0.4636848559347021	7.425627020296458e-10	0.1541337978456428	0.12112908148639473	3.998084956557865e-9
STP2_bound	707	1.133926424954918e-9	-0.055870053528346564	0.15106667915577032	0.017884802612344746	1.4069844736296668e-10	0.1610670805360697	0.14632636695752693	4.50993464470706e-9
BMH1_bound	233	3.4217018621856555e-9	-0.06761345006631067	0.2399293338096613	0.08155396467550306	5.923006925415143e-10	0.24927427434899369	0.21746558798368862	1.3306618352944215e-8
PHO2_bound	558	4.221854210715655e-9	-0.06839168741282202	0.16154192489008953	0.0086907418416384	5.348837662904771e-10	0.17542296430162296	0.16258761648210732	1.6061401888592168e-8
XBP1_bound	311	6.2262136098858515e-9	0.1541616616037453	0.06629602449314173	5.328421402548998e-6	0.05052231247573879	0.16781233796125639	0.062130387834184155	2.318271024957498e-8
FZF1_bound	760	7.164054997713742e-9	-0.10431161496275682	0.12744536301874437	5.202993830847793e-6	2.5469674156632947e-8	0.16469132816003995	0.16387693071802087	2.611895051249802e-8
USV1_bound	176	7.356388234909823e-9	-0.21594746428717618	0.23664350620113786	1.107218545420402e-6	9.303836180460515e-8	0.3203645678898171	0.32003014433608745	2.627281512467794e-8
CYC8_bound	623	1.0627756372729471e-8	0.05125548187240473	0.10910467940463307	0.039311760715633075	1.1308397198962646e-5	0.12054441293548272	0.04090555986123875	3.6467791475052104e-8
SWI6_bound	1220	1.0573917486118076e-8	0.07922669072453419	0.04666944875963675	3.8865444752054387e-05	0.015434354349822321	0.09195056264476771	0.02302144657011021	3.6467791475052104e-8
