gene_id	log2FC_pat1D	log2FC_lsm1D	log2FC_dhh1D
YBR270C	-0.048020327	-0.1063631044	0.128153976
YBR271W	-0.015662768	-0.005394779	-0.515013873
YBR272C	0.273676597	0.2526224353	0.099551166
YBR273C	0.558808703	0.5521280826	0.567424364
YBR274W	-0.237876455	-0.2337875471	-0.493548998
YBR275C	-0.683577177	-0.6057468025	0.302079973
YBR276C	-0.467342392	-0.423909599	-0.70049828
YBR277C	-0.121547035	-0.5705233152	-2.270494767
YBR278W	0.782256679	0.7763686632	0.574070334
YBR279W	0.195838299	0.2888658714	0.65611251
YBR280C	0.221508969	0.2438866657	0.779045767
YBR281C	-0.434713748	-0.3611754978	-0.324393834
YBR282W	1.023141771	0.9647841877	1.016861855
YBR283C	-0.555963693	-0.5254769354	-0.618846021
YBR284W	1.202013057	1.2556000718	0.58134834
YBR285W	2.615620818	2.4480090866	3.927687451
YBR286W	0.002805116	0.0314165622	0.159109323
YBR287W	-0.263914571	-0.2343412437	-0.124808737
YBR288C	0.245787251	0.2308794133	0.171293143
YBR289W	-0.04340496	-0.0359711354	1.097306442
YBR290W	0.438426751	0.4562324838	0.990673064
YBR291C	0.543731066	0.4927122789	-0.439530326
YBR292C	-0.225230284	-0.2388813642	-0.175337265
YBR293W	-0.371161705	-0.3105818604	-0.864817229
YBR294W	-0.75546989	-0.9208299575	-1.104780254
YBR295W	-0.06104775	0.0568925378	0.445627427
YBR296C-A	0.53745545	-0.4680700576	1.934569912
YBR296C	-0.216807504	-0.0342182669	0.832163578
YBR297W	0.594900716	0.6830969017	0.506992703
YBR298C-A	0.36181194	0.5895578384	-1.43229832
YBR298C	-0.128075178	-0.1415698589	-1.074758814
YBR299W	2.147738855	2.3459903265	0.861527153
YBR300C	0.606753725	0.2177267619	-1.903621987
YBR301W	2.116543237	2.2450525182	1.475612827
YBR302C	0.440531804	0.5148160675	0.288213755
YCL001W-A	0.60257241	1.0226857204	-1.083776171
YCL001W-B	0.221537131	0.1814873197	-1.446338374
YCL001W	0.502149343	0.3547597902	0.12644672
YCL002C	-0.502460992	-0.6612825617	-1.049226695
YCL004W	0.224296612	0.2512311168	-0.076464822
YCL005W-A	0.446423186	0.4417259729	-0.226517227
YCL005W	-0.110844611	-0.1757921505	-0.570556678
YCL007C	0.983610976	0.7288046293	-0.341132601
YCL008C	-0.280570297	-0.2445710648	-0.2539075
YCL009C	-0.540249327	-0.3958899661	-0.924361033
YCL010C	-0.514422267	-0.4102885534	-0.62377735
YCL011C	-0.294720681	-0.2280541979	-0.728175733
YCL012C	1.07875787	1.0249250715	0.629294643
YCL014W	-0.961821386	-0.8570217449	-0.217274153
YCL016C	0.232319266	0.3187665089	0.243872199
YCL017C	-0.225782895	-0.1253273395	0.050018223
YCL018W	-1.057485855	-1.0703271768	-1.312434419
YCL021W-A	-1.743089118	-1.9092452075	-2.107801038
YCL022C	-1.637513126	0.0048979897	0.691608246
YCL023C	1.42258302	1.797331885	-0.044235471
YCL024W	-0.010222114	0.0448878457	0.391905231
YCL025C	0.255759539	0.1722997063	0.316890785
YCL026C-A	0.560455733	0.4174098904	0.746979295
YCL026C-B	0.287105965	0.4427735251	0.178106824
YCL027W	2.039258221	1.9079366788	0.037082658
YCL028W	0.202560672	0.2078122995	0.235502917
YCL029C	0.150238671	0.2170843888	-0.026676532
YCL030C	-0.982626315	-0.8543256894	-0.961514637
YCL031C	0.663296592	0.6201065772	0.34474799
YCL032W	0.730203118	0.8080320656	0.626082831
YCL033C	0.848927093	0.8661707017	0.21403568
YCL034W	0.375517492	0.3568579338	0.461485779
YCL035C	1.416813297	1.2361652809	1.553879817
YCL036W	-1.003423463	-0.9480036159	-0.618401911
YCL037C	0.397630391	0.3961672185	0.759041351
YCL038C	0.081073629	0.1774417031	0.497565836
YCL039W	-0.128458409	-0.014028249	0.274395173
YCL040W	0.794691979	0.6465644305	1.310190761
YCL041C	-0.281133481	-0.5199937567	-0.287081755
YCL042W	0.245766128	0.0380353563	0.635628707
YCL043C	-0.315381704	-0.3036736075	-0.00502944
YCL044C	-0.195102666	-0.1515394209	0.356386686
YCL045C	-0.226783086	-0.1900574732	-0.538162219
YCL046W	0.780975691	1.455902582	-0.4985542
YCL047C	0.4918755	0.5444921306	-0.198772953
YCL048W-A	2.457106249	2.0069517492	5.123191622
YCL048W	1.676987977	1.5341495895	0.653840062
YCL049C	0.897707726	0.9508466026	0.321888304
YCL050C	0.019323964	0.0901960706	-0.241294247
YCL051W	-0.127284165	-0.1258321489	0.193238369
YCL052C	0.162182614	0.1596232252	-0.089345146
YCL054W-A	-1.09835394	-1.092193653	0.10003429
YCL054W	-0.130452241	-0.0163266658	-0.210139769
YCL055W	1.142276598	1.0743046568	0.822452391
YCL056C	0.384615999	0.3657666884	-0.00170185
YCL057C-A	0.447945669	0.2787705881	0.590974122
YCL057W	-0.363601216	-0.2671897132	-0.306106287
YCL058C	0.714914382	0.4003550462	0.840741569
YCL058W-A	0.724062943	0.7097117142	0.364942479
YCL059C	0.444536687	0.4966073108	-0.015708891
YCL061C	-0.195465837	-0.1448500883	0.103071898
YCL063W	-0.607714495	-0.5078376083	-0.161684293
YCL064C	2.095164077	2.1595511133	2.144727087
YCL066W	0.090246813	0.7235760455	0.394783895
YCL067C	0.067061846	0.0420042646	-0.336867035
YCL073C	1.74495864	1.1565658905	NA
YCL075W	1.013406517	1.5474830887	-1.421105902
YCL076W	2.22185476	1.7805987266	0.717392686
YCR001W	-1.061588059	-1.3921016864	NA
YCR002C	0.429981334	0.3907916538	0.424845279
YCR003W	0.783287604	0.7313615336	0.869470196
YCR004C	0.16878559	0.1777775561	0.407191574
YCR005C	0.224992179	0.2191127529	1.065070872
YCR006C	0.207549532	0.0983549178	-0.156350156
YCR007C	0.614537771	0.5479554798	0.453395869
YCR008W	-0.563685093	-0.5795640049	-0.492480672
YCR009C	0.424419272	0.3719686259	0.521515744
YCR010C	1.427248092	1.4667552762	1.549262972
YCR011C	-0.32918908	-0.2675348757	0.381574097
YCR012W	-0.624139987	-0.5496316403	-0.659133169
YCR013C	-0.826532959	-0.8703166638	-0.969977188
YCR014C	-0.022538142	-0.0826541193	-0.137683241
YCR015C	0.205797027	0.237926971	0.244100893
YCR016W	0.085891761	0.1059749508	-0.004814596
YCR017C	-0.296714329	-0.2525893918	-0.252804075
YCR018C-A	0.179152302	0.1606691981	-0.29866147
YCR018C	-1.031496517	-1.1645181846	-1.023696175
YCR019W	0.351886966	0.4435401753	0.286169339
YCR020C-A	0.101910178	0.1538083805	-0.324120483
YCR020C	1.292852317	1.2638982785	-0.051852176
YCR020W-B	0.374594526	0.368562959	-0.103504503
YCR021C	0.126179277	-0.1954973481	0.971538014
YCR022C	0.709154723	0.9051927703	-0.710591678
YCR023C	-0.741102879	-0.6729011566	-0.781639426
YCR024C-A	-0.716789715	-0.9123398356	-0.728472785
YCR024C-B	-0.468245686	-0.6675961175	-0.389886875
YCR024C	-0.139260785	-0.0405167254	0.435671883
YCR025C	-0.31439235	-0.1795461457	-0.474066412
YCR026C	-0.357797473	-0.3183912188	0.485022097
YCR027C	0.005838989	-0.0780251975	0.1271067
YCR028C-A	0.224594571	0.1514317861	0.105981565
YCR028C	-0.561228025	-0.484159527	-0.860643541
YCR030C	-0.156154117	-0.1445340286	0.346523187
YCR031C	-0.606701619	-0.6065079497	-0.745622843
YCR032W	-0.528091337	-0.5264966711	-0.055526851
YCR033W	-0.346964353	-0.3241954382	0.356752049
YCR034W	-0.574547274	-0.5711807252	-0.797032091
YCR035C	0.017496192	0.0188895111	0.172966664
YCR036W	0.477219838	0.5482385283	0.370612561
YCR037C	-0.087650192	-0.0275138816	-0.056077318
YCR038C	-0.127420821	-0.2702786743	0.264372051
YCR038W-A	0.08476337	0.3563487513	-0.76672528
YCR039C	0.067061846	0.0420042646	-0.336867035
YCR040W	0.090246813	0.7235760455	0.394783895
YCR041W	-0.201665603	-0.5520725328	-0.442047163
YCR042C	-0.402574901	-0.3453173316	0.438874755
YCR043C	-0.039955961	0.001827232	-0.706711876
YCR044C	0.318628192	0.3047005417	-0.532533343
YCR045C	0.864274697	0.7946817626	0.847335204
YCR045W-A	-0.525757633	-0.5924658271	-0.996638817
YCR046C	0.6088363	0.6335538146	0.219789967
YCR047C	-0.071457015	0.0002618937	-0.110494164
YCR047W-A	-0.241849151	1.010161916	0.249187171
YCR048W	-0.167996204	-0.0241627525	-0.69026581
YCR049C	1.134441624	0.8428493218	-0.420196755
YCR050C	-0.226160889	-0.4257451542	-1.506989649
YCR051W	0.031584941	0.1020171558	-0.739563832
YCR052W	-0.208483164	-0.0713621658	-0.00852313
YCR053W	0.131486096	0.1746998318	-0.530433642
YCR054C	-0.213355247	-0.2460430454	0.157789212
YCR057C	-0.667555601	-0.5507968374	-0.509046554
YCR059C	-0.287092891	-0.1594637062	-0.631475183
YCR060W	0.740567454	0.6858566567	0.094845141
YCR061W	-0.484703015	-0.331007508	0.134636506
YCR063W	0.114983536	-0.0398194705	0.190010608
YCR064C	0.187096253	0.0811916828	-1.050099361
YCR065W	-0.455355716	-0.5204944043	0.627863623
YCR066W	-0.464073378	-0.3979907379	0.318930271
YCR067C	-0.574102806	-0.500092218	-0.154803856
YCR068W	-0.368083438	-0.3528743644	-0.33027973
YCR069W	-0.117716367	-0.0751508957	-0.460657787
YCR071C	0.862601207	0.7404122679	0.549489323
YCR072C	-0.434265116	-0.3859033391	0.166300378
YCR073C	0.118598188	0.3397931963	0.484589908
YCR073W-A	0.405630181	0.5247036223	0.265400404
YCR075C	0.19681754	0.2668156409	0.085567302
YCR075W-A	1.109466129	1.2080040867	0.424386354
YCR076C	1.538119673	1.1220389062	0.105370022
YCR077C	-7.048084395	-0.2660862482	0.494318137
YCR079W	0.523984647	-0.0330224139	-0.187622698
YCR081C-A	-0.059041151	1.0782602547	0.05872181
YCR081W	-0.77404601	-0.5707502408	-0.405259049
YCR082W	0.256487501	0.1318353976	-0.213968636
YCR083W	0.821239885	0.7007113346	0.792800254
YCR084C	-0.18547904	-0.1132131251	0.320543997
YCR085W	0.918953199	-0.0708203456	-3.527301474
YCR086W	0.566668517	0.520455479	0.369152897
YCR087C-A	0.452513019	0.4409172512	0.093495351
YCR087W	0.227941067	-0.3396539316	-0.457589247
YCR088W	0.161723299	0.2753780165	0.636911612
YCR089W	0.384110186	0.2883857828	-0.506730364
YCR090C	0.398421682	0.3919671849	-0.305526792
YCR091W	0.545275007	0.546598534	1.006066731
YCR092C	-0.755413033	-0.6421841329	-0.151177197
YCR093W	-0.66143288	-0.6153600906	0.060804363
YCR094W	0.031591808	0.1028944877	-0.314902622
YCR095C	0.297712583	0.2325710081	0.277691963
YCR095W-A	-0.535955849	-0.5969218694	-0.688346693
YCR096C	0.241028514	0.0381402426	0.005908976
YCR097W	0.320402877	0.2897031585	0.06665955
YCR098C	0.826937221	0.7625229518	1.211638994
YCR099C	0.080970275	0.1390126954	0.080949125
YCR100C	0.011840938	-0.0099343604	0.069590948
YCR101C	-0.005082472	0.1136013444	-0.018190118
YCR102C	0.067248619	0.2403468083	-1.236734062
YCR102W-A	0.646513771	1.261476674	-0.95890019
YCR104W	0.771179882	1.356501434	-1.727907997
YCR105W	0.610573693	0.6430406513	-0.217564883
YCR106W	-1.008528112	-0.9365045877	-0.877915147
YCR107W	-1.075212318	-1.072629698	-0.96553206
YCR108C	1.145557042	1.5393581959	-1.396471204
YDL001W	-0.150145057	-0.0997284199	0.58934508
YDL002C	0.103410314	0.1256470969	0.118471333
YDL003W	-0.332290954	-0.3694170802	0.298307118
YDL004W	0.413852241	0.3471960846	0.2266657
YDL005C	0.634214866	0.63676423	1.059807406
YDL006W	-0.109394008	-0.0684708822	0.119399536
YDL007C-A	3.001462238	3.6327794939	NA
YDL007W	0.210354801	0.2277072161	0.333923756
YDL008W	0.55708217	0.5525805839	0.38800625
YDL009C	0.037774619	-0.0832996508	-0.132671481
YDL010W	0.179266245	0.1423333408	0.085223699
YDL011C	-0.774328101	-1.4397218589	0.428269106
YDL012C	0.907779408	0.7707013858	0.520402559
YDL013W	-0.374179256	-0.3540477079	0.310961634
YDL014W	-0.076951555	-0.0095745567	-0.390315776
YDL015C	-0.022053293	-0.1031430822	-0.150817795
YDL016C	-0.155482246	-0.1233784649	-0.337935482
YDL017W	0.069482571	0.1815101088	0.413950534
YDL018C	0.787347751	0.7685226797	0.546460859
YDL019C	-0.38884526	-0.3313438415	0.015782195
YDL020C	0.509694274	0.4394665464	0.507397031
YDL021W	1.929058409	1.9199411014	2.040037104
YDL022C-A	1.575314765	0.553149722	0.489660289
YDL022W	0.596401602	0.4862639135	0.813010527
YDL023C	-0.161888786	-0.1472104578	0.47650283
YDL024C	1.936788157	1.9038689606	1.412725606
YDL025C	-0.033469568	-0.0340313769	0.509541351
YDL025W-A	-0.820998957	-1.4944293288	-1.066173899
YDL026W	-0.283866331	0.1105946957	-1.171480457
YDL027C	0.172215707	0.1998342054	0.452717087
YDL028C	-0.163954137	-0.1466146301	0.589994563
YDL029W	0.596747822	0.6451839422	0.497574885
YDL030W	-0.378121693	-0.3522315189	0.130574977
YDL031W	-0.235585012	-0.1391248485	-0.223332261
YDL032W	1.350345361	1.3077356883	0.506947412
YDL033C	-0.260076927	-0.2151670976	-0.123707139
YDL034W	1.276174072	-0.6159483148	-2.596672106
YDL035C	-0.240677885	-0.1389072836	0.234923835
YDL036C	-0.442970264	-0.4191954212	-0.344158059
YDL037C	-3.06223981	-2.7024842043	-2.831708004
YDL039C	-2.305635823	-2.2059943181	-2.114440397
YDL040C	-0.488983759	-0.4157726923	-0.09690379
YDL041W	0.256567354	-0.221169583	-0.868703967
YDL042C	-0.836852054	-0.7230985627	0.28886067
YDL043C	-0.056223308	-0.0781748506	0.29202832
YDL044C	-0.151489155	-0.0457825928	1.092875261
YDL045C	0.226964105	0.1715992622	0.610007063
YDL045W-A	0.770954518	0.7218078872	0.036642329
YDL046W	0.169779563	0.1842652017	0.209285284
YDL047W	-0.430056065	-0.3447791403	-0.296180581
YDL048C	-0.435809342	-0.7091324105	0.318988038
YDL049C	-0.228017938	-0.1427051574	0.246707156
YDL050C	-0.332819867	-0.4587028831	-0.378005027
YDL051W	0.173179061	0.1811438385	-0.417023657
YDL052C	0.078373456	0.1146135134	-0.587138014
YDL053C	0.247336812	0.2956710032	-0.034988373
YDL054C	-0.216720988	-0.1883578462	0.084489832
YDL055C	-0.477652162	-0.4698696452	-0.086375621
YDL056W	-0.426728992	-0.4415005561	0.386450615
YDL057W	0.456642177	0.5047331239	0.83539358
YDL058W	-0.611812573	-0.5241601942	-0.098803075
YDL059C	-0.292737782	-0.3422511856	-0.092237657
YDL060W	-0.3428871	-0.2752459249	-0.172912938
YDL061C	-0.244710367	-0.3450978309	-0.53948447
YDL062W	2.717362129	2.4636197785	1.485622478
YDL063C	-0.489486344	-0.4621645813	-0.380972135
YDL064W	0.315955514	0.3382535892	0.18762893
YDL065C	0.819325459	0.8741223673	0.915770432
YDL066W	-0.586869448	-0.5131578615	-1.251218588
YDL067C	1.050839129	0.883717961	0.820577617
YDL068W	-0.511751254	-1.0110301573	-1.09782002
YDL069C	0.237845482	0.2502875664	-0.18316458
YDL070W	0.184989352	0.1880317667	0.024163566
YDL071C	0.294306424	-0.0244067503	-1.028676851
YDL072C	0.902267868	0.855701272	1.013586344
YDL073W	-0.258073295	-0.3194551692	-0.757261341
YDL074C	-0.115592846	-0.1242355685	0.335133311
YDL075W	-0.380794227	-0.4296265275	-0.473956164
YDL076C	0.294661458	0.1919673589	0.206001079
YDL077C	-0.433135378	-0.4329576574	0.214515075
YDL078C	0.380130253	0.3664804155	0.25852894
YDL079C	1.410361272	1.4372940532	0.995104693
YDL080C	-0.243651152	-0.2215925886	-0.224472873
YDL081C	-0.975492421	-1.0245009634	-1.179307811
YDL082W	-0.450976762	-0.4468323136	-0.564800579
YDL083C	-0.601318465	-0.6353014031	-0.743461575
YDL084W	-0.352785795	-0.3046041501	-0.574351457
YDL085C-A	0.609662173	0.5904365583	-0.210228012
YDL085W	2.369624595	2.2539871933	2.942091393
YDL086C-A	-1.740474057	-1.9014022736	-1.505176479
YDL086W	0.696210941	0.6676982643	0.074431313
YDL087C	-0.161528263	-0.0852100674	-0.296301985
YDL088C	-0.078173266	-0.1331095175	0.403105266
YDL089W	0.172150873	0.2188452323	-0.508749585
YDL090C	0.540286535	0.4913914775	-0.458255904
YDL091C	0.298858284	0.1867241438	0.432163744
YDL092W	1.112334159	1.0519257204	0.441452393
YDL093W	-0.019987118	0.0702546831	-0.496789386
YDL094C	0.424670034	0.0331687529	-0.753834902
YDL095W	-0.335350607	-0.2747776291	-0.431760635
YDL096C	0.160354652	0.2696440432	0.626101718
YDL097C	0.15059805	0.1843483485	0.223685836
YDL098C	0.367604049	0.3180130065	-0.58042473
YDL099W	0.652026509	0.662740499	0.605461893
YDL100C	0.376268626	0.3937461547	0.0737756
YDL101C	0.334641656	0.4126358554	0.141627166
YDL102W	-0.334532216	-0.2373366007	0.005122578
YDL103C	0.556016178	0.6057071448	0.233221181
YDL104C	0.066772454	0.0124619065	0.119230413
YDL105W	0.385422441	0.3590544857	0.896093192
YDL106C	0.2939078	0.2984009118	1.06028989
YDL107W	0.240235562	0.2505314305	0.655662488
YDL108W	-0.028329245	0.0796309114	0.009173839
YDL109C	0.001480284	-0.0558307453	-0.471149838
YDL110C	1.118589389	1.0446815387	1.567579574
YDL111C	0.133692866	0.1742737566	-0.229019856
YDL112W	-0.953176776	-0.9305371113	-0.171151875
YDL113C	-0.038338515	-0.0441276181	0.427923363
YDL114W-A	0.498394711	0.5119204431	-4.380216756
YDL114W	2.789227957	2.5958393738	0.234314458
YDL115C	0.307553393	0.3538970146	1.00051372
YDL116W	-0.274451883	-0.2856541346	0.316827038
YDL117W	-0.55168346	-0.5171416225	0.451033587
YDL118W	1.22232421	0.4260106275	1.56152751
YDL119C	0.723969793	0.7188815678	0.801420368
YDL120W	0.657894051	0.6581909671	0.443241277
YDL121C	0.88889985	0.84486595	0.063522529
YDL122W	-0.472386671	-0.4349840597	0.066543271
YDL123W	-0.045461813	-0.1685563274	-0.309121354
YDL124W	0.150279666	-0.0645511319	0.696681933
YDL125C	0.185275458	0.1461215217	0.004298513
YDL126C	-0.0610526	-0.0215928996	0.064708621
YDL127W	-0.212716443	-0.1611048887	0.372776556
YDL128W	-0.125981089	-0.0979762379	0.029418823
YDL129W	-0.415321202	-0.3460414995	-0.057899869
YDL130W-A	2.009906416	1.9238529089	2.313912069
YDL130W	-0.628698776	-0.7173520152	-1.005672229
YDL131W	0.089266117	0.109315125	-0.621799883
YDL132W	-0.193822827	-0.1401803551	0.452058026
YDL133C-A	0.066750886	-0.1978381048	-0.737890731
YDL133W	-0.004995572	-0.0265139392	0.320998769
YDL134C	-0.264101523	-0.2450038311	-0.128385485
YDL135C	0.405848786	0.4041490695	0.13951476
YDL136W	0.113590062	0.1183417067	-0.193552387
YDL137W	0.317261071	0.2822365708	0.187885272
YDL138W	-0.21056748	-0.1912201879	-0.292076301
YDL139C	0.812631968	0.8638014664	1.175225553
YDL140C	-0.892750708	-0.8701623597	-0.171683979
YDL141W	-0.127049391	-0.0300261942	-0.564431203
YDL142C	0.229266889	0.1522796902	0.24493489
YDL143W	-0.010431805	0.0813066434	-0.325081824
YDL144C	0.16054589	0.1742804476	-0.4040797
YDL145C	-0.527325467	-0.4642404093	-0.345359985
YDL146W	-0.45032037	-0.3971864142	-0.603086642
YDL147W	0.541192033	0.5470869465	0.447608982
YDL148C	-0.333992455	-0.263974833	0.08175725
YDL149W	-0.037491202	0.0036503176	0.819562572
YDL150W	-0.210634008	-0.1429796857	-0.349695382
YDL151C	1.277441578	1.8012029413	-0.333219633
YDL153C	-0.358825996	-0.2336942482	-0.192950573
YDL154W	-0.520243222	-0.5302109947	-0.838335284
YDL155W	-0.301724113	-0.2764813294	0.301632007
YDL156W	-0.176635864	-0.2038939396	-0.213159905
YDL157C	0.213935873	0.1940272017	-0.554177003
YDL158C	0.207920274	0.1085149215	-0.703313569
YDL159C-B	-0.745667496	-0.8605716697	NA
YDL159W	0.417295037	0.3723301433	0.229562751
YDL160C-A	-0.090068999	-0.2007265537	0.227729134
YDL160C	-0.473576213	-0.5139880683	-7.694609346
YDL161W	0.632630844	0.6189385715	0.879148939
YDL162C	1.480610319	1.7535521543	0.198268908
YDL163W	-0.848338671	NA	-2.808921951
YDL164C	-0.030197934	0.0615361225	0.010959047
YDL165W	0.598904513	0.5966483419	0.26846734
YDL166C	0.812708825	0.8319595737	0.500629363
YDL167C	-0.658907296	-0.6418158028	-0.585801174
YDL168W	0.200688701	0.2917344699	-0.116801178
YDL169C	1.854454466	1.7497566106	2.006508056
YDL170W	-0.039978956	0.1068204071	-0.399194685
YDL171C	-1.773884831	-1.6779867733	-1.464375508
YDL172C	-0.607649784	-0.973347957	-1.174737898
YDL173W	0.929188876	0.9804893217	0.263434549
YDL174C	-0.035747498	-0.0294551984	0.126029274
YDL175C	-0.082288203	0.0003139621	0.15202289
YDL176W	-0.343624938	-0.2842036994	-0.221761443
YDL177C	0.322109465	0.3855010071	-0.45035698
YDL178W	0.078849283	0.1229626003	-0.173987409
YDL179W	-0.189886928	-0.1919890858	0.830198228
YDL180W	-0.622070025	-0.6300116614	-0.166499957
YDL181W	0.103573302	-0.1170162085	0.988633775
YDL182W	0.176457671	0.096283942	-0.533237469
YDL183C	0.580500663	0.447802566	1.109501086
YDL184C	-0.108317504	-0.3892406026	-0.683580645
YDL185C-A	-0.429746994	-1.2882949866	0.702117304
YDL185W	-0.908621094	-0.8153100943	-0.621632244
YDL186W	0.001003645	0.7669218037	-1.539047149
YDL187C	-0.364506352	-0.2515426649	-0.503444356
YDL188C	0.301939111	0.2546883604	-0.041983583
YDL189W	0.078823159	0.124851734	-0.040303161
YDL190C	-0.432937773	-0.4492981346	0.250023349
YDL191W	-0.499594063	-0.5506760996	-0.782604037
YDL192W	-0.084480522	-0.0968496921	-0.266844481
YDL193W	0.157474563	0.2556566916	0.466697109
YDL194W	0.162558156	0.1226372519	0.816802347
YDL195W	-0.677410153	-0.6299370644	-0.200565954
YDL196W	0.494287199	0.1141121696	-0.130173576
YDL197C	0.030821904	0.0201206331	0.001025678
YDL198C	-0.766266612	-0.7092818474	-0.843012254
YDL199C	0.602511114	0.5082465148	1.456937036
YDL200C	0.642553825	0.5719063008	0.168806486
YDL201W	0.062607042	0.1165930148	-0.147262422
YDL202W	0.40860723	0.3956564008	0.371400137
YDL203C	-0.321234677	-0.3435647424	-0.432423257
YDL204W	2.87336547	2.5310820435	3.602973627
YDL205C	-0.35308566	-0.3232542047	-0.201611155
YDL206W	-0.23884637	-0.237798763	-0.145585998
YDL207W	0.153853763	0.1796869509	-0.102692769
YDL208W	0.754201999	0.7601708969	-0.021230799
YDL209C	0.364243135	0.461958251	0.845415711
YDL210W	1.68776425	1.6146911025	0.869919249
YDL211C	-0.130873048	-0.2072607748	0.586519721
YDL212W	0.301953705	0.2632592153	-0.334846313
YDL213C	0.535825576	0.4943585179	0.054675961
YDL214C	1.920678366	1.9320177955	1.176171064
YDL215C	-0.500536997	-0.4661806333	1.321758234
YDL216C	0.243076198	0.1205955292	0.829728569
YDL217C	-0.181152406	-0.1724395744	-0.240670243
YDL218W	1.695134713	1.3845150309	1.552161236
YDL219W	0.208142872	0.2023318348	-0.169076738
YDL220C	-0.069035441	0.023335808	-0.206966255
YDL221W	0.714541964	0.2642651664	0.429199358
